date,store_id,sku_id,units_sold,revenue,promo_flag
2025-06-28,STR-03,SKU-00015,16,50.88,False
2025-06-28,STR-03,SKU-00009,10,68.1,False
2025-06-28,STR-03,SKU-00023,11,46.2,False
2025-06-28,STR-03,SKU-00002,11,35.53,False
2025-06-28,STR-03,SKU-00007,14,61.88,False
2025-06-28,STR-03,SKU-00010,5,40.55,False
2025-06-28,STR-03,SKU-00011,6,65.82,False
2025-06-28,STR-04,SKU-00015,8,25.44,False
2025-06-28,STR-04,SKU-00003,9,89.82,False
2025-06-28,STR-04,SKU-00004,1,9.63,False
2025-06-28,STR-04,SKU-00013,12,59.4,False
2025-06-28,STR-04,SKU-00014,9,65.16,False
2025-06-28,STR-04,SKU-00011,1,10.97,False
2025-06-28,STR-04,SKU-00020,3,28.44,False
2025-06-28,STR-04,SKU-00007,17,75.14,False
2025-06-28,STR-04,SKU-00018,18,60.84,False
2025-06-28,STR-04,SKU-00021,6,18.84,False
2025-06-28,STR-04,SKU-00001,12,38.64,False
2025-06-28,STR-04,SKU-00010,13,105.43,False
2025-06-28,STR-04,SKU-00022,9,66.87,False
2025-06-28,STR-04,SKU-00006,9,70.74,False
2025-06-28,STR-04,SKU-00017,9,33.66,False
2025-06-28,STR-04,SKU-00009,19,129.39,False
2025-06-28,STR-04,SKU-00012,3,15.42,False
2025-06-28,STR-04,SKU-00016,1,3.48,False
2025-06-28,STR-04,SKU-00005,6,20.58,False
2025-06-28,STR-05,SKU-00005,9,30.87,False
2025-06-28,STR-05,SKU-00024,14,30.1,False
2025-06-28,STR-05,SKU-00004,6,57.78,False
2025-06-28,STR-05,SKU-00021,5,15.7,False
2025-06-28,STR-05,SKU-00002,16,51.68,False
2025-06-28,STR-05,SKU-00018,8,27.04,False
2025-06-28,STR-05,SKU-00020,5,47.4,False
2025-06-28,STR-05,SKU-00014,12,86.88,False
2025-06-28,STR-05,SKU-00010,12,97.32,False
2025-06-28,STR-05,SKU-00001,8,25.76,False
2025-06-28,STR-05,SKU-00019,4,35.76,False
2025-06-28,STR-05,SKU-00015,17,54.06,False
2025-06-28,STR-05,SKU-00011,10,109.7,False
2025-06-28,STR-05,SKU-00016,9,31.32,False
2025-06-28,STR-05,SKU-00013,10,49.5,False
2025-06-28,STR-05,SKU-00008,14,36.82,False
2025-06-28,STR-05,SKU-00006,9,70.74,False
2025-06-28,STR-05,SKU-00017,11,41.14,False
2025-06-28,STR-05,SKU-00003,15,149.7,False
2025-06-28,STR-06,SKU-00011,5,54.85,False
2025-06-28,STR-06,SKU-00015,9,28.62,False
2025-06-28,STR-06,SKU-00014,12,86.88,False
2025-06-28,STR-06,SKU-00017,14,52.36,False
2025-06-28,STR-06,SKU-00006,6,47.16,False
2025-06-28,STR-06,SKU-00004,6,57.78,False
2025-06-28,STR-06,SKU-00022,11,81.73,False
2025-06-28,STR-06,SKU-00005,10,34.3,False
2025-06-28,STR-06,SKU-00024,10,21.5,False
2025-06-28,STR-06,SKU-00020,5,47.4,False
2025-06-28,STR-06,SKU-00003,21,209.58,False
2025-06-28,STR-06,SKU-00023,6,,False
2025-06-28,STR-06,SKU-00010,6,48.66,False
2025-06-28,STR-06,SKU-00021,6,18.84,False
2025-06-28,STR-06,SKU-00018,5,16.9,False
2025-06-28,STR-06,SKU-00002,3,9.69,False
2025-06-28,STR-06,SKU-00019,11,98.34,False
2025-06-28,STR-06,SKU-00009,16,108.96,False
2025-06-28,STR-06,SKU-00001,8,25.76,False
2025-06-28,STR-07,SKU-00014,5,36.2,False
2025-06-28,STR-07,SKU-00022,10,74.3,False
2025-06-28,STR-07,SKU-00005,10,34.3,False
2025-06-28,STR-07,SKU-00012,14,71.96,False
2025-06-28,STR-07,SKU-00013,22,108.9,False
2025-06-28,STR-07,SKU-00019,13,116.22,False
2025-06-28,STR-07,SKU-00016,7,24.36,False
2025-06-28,STR-07,SKU-00010,8,64.88,False
2025-06-28,STR-07,SKU-00021,8,25.12,False
2025-06-28,STR-07,SKU-00004,5,48.15,False
2025-06-28,STR-07,SKU-00007,15,66.3,False
2025-06-28,STR-07,SKU-00018,15,50.7,False
2025-06-28,STR-07,SKU-00002,16,51.68,False
2025-06-28,STR-07,SKU-00023,19,79.8,False
2025-06-28,STR-07,SKU-00008,22,57.86,False
2025-06-28,STR-07,SKU-00006,12,94.32,False
2025-06-28,STR-07,SKU-00017,19,71.06,False
2025-06-28,STR-07,SKU-00020,12,113.76,False
2025-06-28,STR-07,SKU-00003,12,119.76,False
2025-06-28,STR-08,SKU-00009,8,54.48,False
2025-06-28,STR-08,SKU-00014,2,14.48,False
2025-06-28,STR-08,SKU-00006,6,47.16,False
2025-06-28,STR-08,SKU-00001,7,22.54,False
2025-06-28,STR-08,SKU-00020,1,9.48,False
2025-06-28,STR-08,SKU-00021,4,12.56,False
2025-06-28,STR-08,SKU-00011,2,21.94,False
2025-06-28,STR-08,SKU-00018,3,10.14,False
2025-06-28,STR-08,SKU-00023,7,29.4,False
2025-06-28,STR-08,SKU-00019,6,53.64,False
2025-06-28,STR-08,SKU-00017,9,33.66,False
2025-06-28,STR-08,SKU-00004,0,0.0,False
2025-06-28,STR-08,SKU-00010,4,32.44,False
2025-06-28,STR-08,SKU-00013,4,19.8,False
2025-06-28,STR-08,SKU-00002,1,3.23,False
2025-06-28,STR-08,SKU-00012,2,10.28,False
2025-06-28,STR-08,SKU-00015,13,41.34,False
2025-06-28,STR-08,SKU-00024,6,12.9,False
2025-06-28,STR-08,SKU-00005,3,10.29,False
2025-06-29,STR-01,SKU-00003,15,149.7,False
2025-06-29,STR-01,SKU-00007,18,79.56,False
2025-06-29,STR-01,SKU-00001,10,32.2,False
2025-06-29,STR-01,SKU-00004,16,154.08,False
2025-06-29,STR-01,SKU-00015,25,79.5,False
2025-06-29,STR-01,SKU-00023,7,29.4,False
2025-06-29,STR-01,SKU-00024,17,36.55,False
2025-06-29,STR-01,SKU-00008,15,39.45,False
2025-06-29,STR-01,SKU-00010,14,113.54,False
2025-06-29,STR-01,SKU-00002,18,58.14,False
2025-06-29,STR-01,SKU-00009,18,122.58,False
2025-06-29,STR-01,SKU-00020,8,75.84,False
2025-06-29,STR-01,SKU-00021,9,28.26,False
2025-06-29,STR-01,SKU-00014,16,115.84,False
2025-06-29,STR-01,SKU-00019,22,196.68,False
2025-06-29,STR-01,SKU-00018,23,77.74,False
2025-06-29,STR-01,SKU-00022,4,29.72,False
2025-06-29,STR-01,SKU-00011,4,43.88,False
2025-06-29,STR-01,SKU-00013,4,19.8,False
2025-06-29,STR-02,SKU-00020,11,104.28,False
2025-06-29,STR-02,SKU-00010,7,56.77,False
2025-06-29,STR-02,SKU-00015,19,60.42,False
2025-06-29,STR-02,SKU-00018,10,33.8,False
2025-06-29,STR-02,SKU-00002,30,96.9,False
2025-06-29,STR-02,SKU-00011,4,43.88,False
2025-06-29,STR-02,SKU-00003,18,179.64,False
2025-06-29,STR-02,SKU-00014,17,123.08,False
2025-06-29,STR-02,SKU-00008,14,36.82,False
2025-06-29,STR-02,SKU-00012,7,35.98,False
2025-06-29,STR-02,SKU-00016,3,10.44,False
2025-06-29,STR-02,SKU-00009,8,54.48,False
2025-06-29,STR-02,SKU-00023,10,42.0,False
2025-06-29,STR-02,SKU-00019,22,196.68,False
2025-06-29,STR-02,SKU-00024,14,30.1,False
2025-06-29,STR-02,SKU-00007,13,57.46,False
2025-06-29,STR-02,SKU-00006,20,157.2,False
2025-06-29,STR-02,SKU-00013,9,44.55,False
2025-06-29,STR-02,SKU-00022,12,89.16,False
2025-06-29,STR-03,SKU-00018,13,43.94,False
2025-06-29,STR-03,SKU-00019,25,223.5,False
2025-06-29,STR-03,SKU-00008,28,73.64,False
2025-06-29,STR-03,SKU-00016,10,34.8,False
2025-06-29,STR-03,SKU-00001,9,28.98,False
2025-06-29,STR-03,SKU-00021,4,12.56,False
2025-06-29,STR-03,SKU-00013,22,108.9,False
2025-06-29,STR-03,SKU-00004,4,38.52,False
2025-06-29,STR-03,SKU-00017,19,71.06,False
2025-06-29,STR-03,SKU-00005,2,6.86,False
2025-06-29,STR-03,SKU-00006,14,110.04,False
2025-06-29,STR-03,SKU-00020,8,75.84,False
2025-06-29,STR-03,SKU-00015,11,34.98,False
2025-06-29,STR-03,SKU-00009,18,122.58,False
2025-06-29,STR-03,SKU-00023,13,54.6,False
2025-06-29,STR-03,SKU-00002,19,61.37,False
2025-06-29,STR-03,SKU-00007,14,61.88,False
2025-06-29,STR-03,SKU-00010,12,97.32,False
2025-06-29,STR-03,SKU-00011,4,43.88,False
2025-06-29,STR-04,SKU-00015,6,19.08,False
2025-06-29,STR-04,SKU-00003,11,109.78,False
2025-06-29,STR-04,SKU-00004,3,28.89,False
2025-06-29,STR-04,SKU-00013,8,39.6,False
2025-06-29,STR-04,SKU-00014,7,50.68,False
2025-06-29,STR-04,SKU-00011,2,21.94,False
2025-06-29,STR-04,SKU-00020,6,56.88,False
2025-06-29,STR-04,SKU-00007,11,48.62,False
2025-06-29,STR-04,SKU-00018,16,54.08,False
2025-06-29,STR-04,SKU-00021,8,25.12,False
2025-06-29,STR-04,SKU-00001,6,19.32,False
2025-06-29,STR-04,SKU-00010,3,24.33,False
2025-06-29,STR-04,SKU-00022,4,29.72,False
2025-06-29,STR-04,SKU-00006,11,86.46,False
2025-06-29,STR-04,SKU-00017,11,41.14,False
2025-06-29,STR-04,SKU-00009,21,143.01,False
2025-06-29,STR-04,SKU-00012,5,25.7,False
2025-06-29,STR-04,SKU-00016,4,13.92,False
2025-06-29,STR-04,SKU-00005,3,10.29,False
2025-06-29,STR-05,SKU-00005,8,27.44,False
2025-06-29,STR-05,SKU-00024,18,38.7,False
2025-06-29,STR-05,SKU-00004,9,86.67,False
2025-06-29,STR-05,SKU-00021,5,15.7,False
2025-06-29,STR-05,SKU-00002,22,71.06,False
2025-06-29,STR-05,SKU-00018,10,33.8,False
2025-06-29,STR-05,SKU-00020,6,56.88,False
2025-06-29,STR-05,SKU-00014,16,115.84,False
2025-06-29,STR-05,SKU-00010,12,97.32,False
2025-06-29,STR-05,SKU-00001,3,9.66,False
2025-06-29,STR-05,SKU-00019,9,80.46,False
2025-06-29,STR-05,SKU-00015,10,31.8,False
2025-06-29,STR-05,SKU-00011,7,76.79,False
2025-06-29,STR-05,SKU-00016,5,17.4,False
2025-06-29,STR-05,SKU-00013,11,54.45,False
2025-06-29,STR-05,SKU-00008,16,42.08,False
2025-06-29,STR-05,SKU-00006,15,117.9,False
2025-06-29,STR-05,SKU-00017,10,37.4,False
2025-06-29,STR-05,SKU-00003,21,209.58,False
2025-06-29,STR-06,SKU-00011,2,21.94,False
2025-06-29,STR-06,SKU-00015,7,22.26,False
2025-06-29,STR-06,SKU-00014,16,115.84,False
2025-06-29,STR-06,SKU-00017,13,48.62,False
2025-06-29,STR-06,SKU-00006,6,47.16,False
2025-06-29,STR-06,SKU-00004,4,38.52,False
2025-06-29,STR-06,SKU-00022,14,104.02,False
2025-06-29,STR-06,SKU-00005,1,3.43,False
2025-06-29,STR-06,SKU-00024,20,43.0,False
2025-06-29,STR-06,SKU-00020,3,28.44,False
2025-06-29,STR-06,SKU-00003,23,229.54,False
2025-06-29,STR-06,SKU-00023,8,33.6,False
2025-06-29,STR-06,SKU-00010,4,32.44,False
2025-06-29,STR-06,SKU-00021,5,15.7,False
2025-06-29,STR-06,SKU-00018,11,37.18,False
2025-06-29,STR-06,SKU-00002,9,29.07,False
2025-06-29,STR-06,SKU-00019,14,125.16,False
2025-06-29,STR-06,SKU-00009,12,81.72,False
2025-06-29,STR-06,SKU-00001,17,54.74,False
2025-06-29,STR-07,SKU-00014,11,79.64,False
2025-06-29,STR-07,SKU-00022,8,59.44,False
2025-06-29,STR-07,SKU-00005,6,20.58,False
2025-06-29,STR-07,SKU-00012,9,46.26,False
2025-06-29,STR-07,SKU-00013,10,49.5,False
2025-06-29,STR-07,SKU-00019,6,53.64,False
2025-06-29,STR-07,SKU-00016,5,,False
2025-06-29,STR-07,SKU-00010,6,48.66,False
2025-06-29,STR-07,SKU-00021,7,21.98,False
2025-06-29,STR-07,SKU-00004,6,57.78,False
2025-06-29,STR-07,SKU-00007,14,61.88,False
2025-06-29,STR-07,SKU-00018,15,50.7,False
2025-06-29,STR-07,SKU-00002,14,45.22,False
2025-06-29,STR-07,SKU-00023,15,63.0,False
2025-06-29,STR-07,SKU-00008,20,52.6,False
2025-06-29,STR-07,SKU-00006,12,94.32,False
2025-06-29,STR-07,SKU-00017,11,41.14,False
2025-06-29,STR-07,SKU-00020,9,85.32,False
2025-06-29,STR-07,SKU-00003,15,149.7,False
2025-06-29,STR-08,SKU-00009,6,40.86,False
2025-06-29,STR-08,SKU-00014,9,65.16,False
2025-06-29,STR-08,SKU-00006,2,15.72,False
2025-06-29,STR-08,SKU-00001,8,25.76,False
2025-06-29,STR-08,SKU-00020,0,0.0,False
2025-06-29,STR-08,SKU-00021,5,15.7,False
2025-06-29,STR-08,SKU-00011,2,21.94,False
2025-06-29,STR-08,SKU-00018,8,27.04,False
2025-06-29,STR-08,SKU-00023,7,29.4,False
2025-06-29,STR-08,SKU-00019,6,53.64,False
2025-06-29,STR-08,SKU-00017,7,26.18,False
2025-06-29,STR-08,SKU-00004,3,28.89,False
2025-06-29,STR-08,SKU-00010,4,32.44,False
2025-06-29,STR-08,SKU-00013,5,24.75,False
2025-06-29,STR-08,SKU-00002,4,12.92,False
2025-06-29,STR-08,SKU-00012,4,20.56,False
2025-06-29,STR-08,SKU-00015,8,25.44,False
2025-06-29,STR-08,SKU-00024,5,10.75,False
2025-06-29,STR-08,SKU-00005,2,6.86,False
2025-06-30,STR-01,SKU-00003,6,59.88,False
2025-06-30,STR-01,SKU-00007,13,57.46,False
2025-06-30,STR-01,SKU-00001,5,16.1,False
2025-06-30,STR-01,SKU-00004,14,134.82,False
2025-06-30,STR-01,SKU-00015,23,73.14,False
2025-06-30,STR-01,SKU-00023,3,12.6,False
2025-06-30,STR-01,SKU-00024,10,21.5,False
2025-06-30,STR-01,SKU-00008,9,23.67,False
2025-06-30,STR-01,SKU-00010,7,56.77,False
2025-06-30,STR-01,SKU-00002,25,80.75,False
2025-06-30,STR-01,SKU-00009,15,102.15,False
2025-06-30,STR-01,SKU-00020,6,56.88,False
2025-06-30,STR-01,SKU-00021,3,9.42,False
2025-06-30,STR-01,SKU-00014,14,101.36,False
2025-06-30,STR-01,SKU-00019,19,169.86,False
2025-06-30,STR-01,SKU-00018,15,50.7,False
2025-06-30,STR-01,SKU-00022,4,29.72,False
2025-06-30,STR-01,SKU-00011,6,65.82,False
2025-06-30,STR-01,SKU-00013,5,24.75,False
2025-06-30,STR-02,SKU-00020,9,85.32,False
2025-06-30,STR-02,SKU-00010,7,56.77,False
2025-06-30,STR-02,SKU-00015,17,54.06,False
2025-06-30,STR-02,SKU-00018,12,40.56,False
2025-06-30,STR-02,SKU-00002,21,67.83,False
2025-06-30,STR-02,SKU-00011,5,54.85,False
2025-06-30,STR-02,SKU-00003,18,179.64,False
2025-06-30,STR-02,SKU-00014,21,152.04,False
2025-06-30,STR-02,SKU-00008,9,23.67,False
2025-06-30,STR-02,SKU-00012,10,51.4,False
2025-06-30,STR-02,SKU-00016,5,17.4,False
2025-06-30,STR-02,SKU-00009,17,115.77,False
2025-06-30,STR-02,SKU-00023,9,37.8,False
2025-06-30,STR-02,SKU-00019,20,178.8,False
2025-06-30,STR-02,SKU-00024,11,23.65,False
2025-06-30,STR-02,SKU-00007,12,53.04,False
2025-06-30,STR-02,SKU-00006,6,47.16,False
2025-06-30,STR-02,SKU-00013,15,74.25,False
2025-06-30,STR-02,SKU-00022,7,52.01,False
2025-06-30,STR-03,SKU-00018,15,50.7,False
2025-06-30,STR-03,SKU-00019,24,214.56,False
2025-06-30,STR-03,SKU-00008,24,63.12,False
2025-06-30,STR-03,SKU-00016,8,27.84,False
2025-06-30,STR-03,SKU-00001,8,25.76,False
2025-06-30,STR-03,SKU-00021,6,18.84,False
2025-06-30,STR-03,SKU-00013,15,74.25,False
2025-06-30,STR-03,SKU-00004,6,57.78,False
2025-06-30,STR-03,SKU-00017,17,63.58,False
2025-06-30,STR-03,SKU-00005,7,24.01,False
2025-06-30,STR-03,SKU-00006,12,94.32,False
2025-06-30,STR-03,SKU-00020,7,66.36,False
2025-06-30,STR-03,SKU-00015,9,28.62,False
2025-06-30,STR-03,SKU-00009,11,74.91,False
2025-06-30,STR-03,SKU-00023,14,58.8,False
2025-06-30,STR-03,SKU-00002,8,25.84,False
2025-06-30,STR-03,SKU-00007,10,44.2,False
2025-06-30,STR-03,SKU-00010,11,89.21,False
2025-06-30,STR-03,SKU-00011,5,54.85,False
2025-06-30,STR-04,SKU-00015,0,0.0,False
2025-06-30,STR-04,SKU-00003,9,89.82,False
2025-06-30,STR-04,SKU-00004,2,19.26,False
