date,region,avg_temp_c,precipitation_mm,severe_weather_flag
2025-12-04,VIC,20.7,0.0,False
2025-12-05,VIC,17.9,0.1,False
2025-12-06,VIC,23.7,5.1,False
2025-12-07,VIC,20.5,0.9,False
2025-12-08,VIC,21.5,7.0,False
2025-12-09,VIC,23.5,4.0,False
2025-12-10,VIC,18.9,3.0,False
2025-12-11,VIC,19.6,1.1,False
2025-12-12,VIC,19.1,0.4,False
2025-12-13,VIC,20.5,0.2,False
2025-12-14,VIC,22.5,3.7,False
2025-12-15,VIC,22.7,0.3,False
2025-12-16,VIC,22.4,0.5,False
2025-12-17,VIC,19.7,2.0,False
2025-12-18,VIC,18.4,0.1,False
2025-12-19,VIC,22.2,2.8,False
2025-12-20,VIC,21.4,0.2,False
2025-12-21,VIC,23.0,0.5,False
2025-12-22,VIC,23.4,0.2,False
2025-12-23,VIC,22.6,6.1,False
2025-12-24,VIC,23.6,9.3,False
2025-12-25,VIC,22.8,3.4,False
2025-12-26,VIC,23.4,3.1,False
2025-12-27,VIC,21.4,0.8,False
2025-12-28,VIC,22.3,2.9,False
2025-12-29,VIC,23.0,3.1,False
2025-12-30,VIC,24.0,3.7,False
2025-12-31,VIC,22.1,4.2,False
2026-01-01,VIC,23.6,4.3,False
2026-01-02,VIC,22.4,0.1,False
2026-01-03,VIC,22.6,3.1,False
2026-01-04,VIC,24.2,2.5,False
2026-01-05,VIC,19.7,5.4,False
2026-01-06,VIC,20.8,0.3,False
2026-01-07,VIC,20.6,2.9,False
2026-01-08,VIC,19.2,1.7,False
2026-01-09,VIC,21.9,1.7,False
2026-01-10,VIC,24.2,0.4,False
2026-01-11,VIC,22.5,3.8,False
2026-01-12,VIC,23.3,1.8,False
2026-01-13,VIC,24.7,0.3,False
2026-01-14,VIC,25.1,19.4,False
2026-01-15,VIC,22.9,2.4,False
2026-01-16,VIC,25.2,1.3,False
2026-01-17,VIC,23.1,8.5,False
2026-01-18,VIC,21.6,4.9,False
2026-01-19,VIC,22.0,4.0,False
2026-01-20,VIC,20.6,0.2,False
2026-01-21,VIC,21.5,2.9,False
2026-01-22,VIC,22.4,5.7,False
2026-01-23,VIC,24.2,1.8,False
2026-01-24,VIC,25.7,3.8,False
2026-01-25,VIC,20.7,0.8,False
2026-01-26,VIC,23.5,0.4,False
2026-01-27,VIC,21.2,5.6,False
2026-01-28,VIC,23.6,1.4,False
2026-01-29,VIC,22.6,1.9,False
2026-01-30,VIC,19.8,0.9,False
2026-01-31,VIC,24.2,1.8,False
2026-02-01,VIC,21.7,0.9,False
2026-02-02,VIC,21.8,0.1,False
2026-02-03,VIC,20.9,5.2,False
2026-02-04,VIC,21.5,0.5,False
2026-02-05,VIC,23.2,1.0,False
2026-02-06,VIC,22.1,5.1,False
2026-02-07,VIC,22.9,2.8,False
2026-02-08,VIC,22.9,2.3,False
2026-02-09,VIC,24.4,5.6,False
2026-02-10,VIC,21.7,0.5,False
2026-02-11,VIC,19.8,1.7,False
2026-02-12,VIC,23.8,1.6,False
2026-02-13,VIC,21.5,9.1,False
2026-02-14,VIC,23.7,4.5,False
2026-02-15,VIC,22.5,0.6,False
2026-02-16,VIC,21.6,0.4,False
2026-02-17,VIC,22.3,1.2,False
2026-02-18,VIC,24.8,0.6,False
2026-02-19,VIC,24.9,1.2,False
2026-02-20,VIC,21.6,0.3,False
2026-02-21,VIC,21.7,2.3,False
2026-02-22,VIC,23.1,0.6,False
2026-02-23,VIC,19.9,0.6,False
2026-02-24,VIC,21.7,10.4,False
2026-02-25,VIC,21.0,4.4,False
2026-02-26,VIC,21.5,5.6,False
2026-02-27,VIC,19.6,0.2,False
2026-02-28,VIC,18.3,0.8,False
2026-03-01,VIC,17.4,1.2,False
2026-03-02,VIC,18.8,4.5,False
2026-03-03,VIC,19.8,2.5,False
2026-03-04,VIC,20.0,0.0,False
2026-03-05,VIC,23.4,0.9,False
2026-03-06,VIC,22.0,4.4,False
2026-03-07,VIC,18.6,14.8,False
2026-03-08,VIC,20.6,1.1,False
2026-03-09,VIC,19.2,1.6,False
2026-03-10,VIC,19.3,2.4,False
2026-03-11,VIC,20.0,1.6,False
2026-03-12,VIC,20.6,4.3,False
2026-03-13,VIC,18.9,5.8,False
2026-03-14,VIC,21.0,0.5,False
2026-03-15,VIC,17.4,2.1,False
2026-03-16,VIC,19.1,0.3,False
2026-03-17,VIC,23.1,0.5,False
2026-03-18,VIC,19.2,1.6,False
2026-03-19,VIC,21.0,1.0,False
2026-03-20,VIC,18.8,0.2,False
2026-03-21,VIC,19.4,1.9,False
2026-03-22,VIC,18.3,3.5,False
2026-03-23,VIC,18.0,3.4,False
2026-03-24,VIC,16.9,1.0,False
2026-03-25,VIC,18.7,2.0,False
2026-03-26,VIC,16.5,0.6,False
2026-03-27,VIC,18.8,0.7,False
2026-03-28,VIC,19.3,1.0,False
2026-03-29,VIC,18.1,7.4,False
2026-03-30,VIC,16.9,1.4,False
2026-03-31,VIC,17.9,2.3,False
2026-04-01,VIC,16.6,2.0,False
2026-04-02,VIC,18.4,3.6,False
2026-04-03,VIC,13.9,7.6,False
2026-04-04,VIC,16.1,1.1,False
2026-04-05,VIC,13.4,3.4,False
2026-04-06,VIC,14.0,1.1,False
2026-04-07,VIC,18.5,5.4,False
2026-04-08,VIC,17.6,0.4,False
2026-04-09,VIC,14.9,0.4,False
2026-04-10,VIC,13.5,1.9,False
2026-04-11,VIC,11.0,0.2,False
2026-04-12,VIC,14.7,0.8,False
2026-04-13,VIC,19.3,2.0,False
2026-04-14,VIC,16.0,0.8,False
2026-04-15,VIC,14.3,6.9,False
2026-04-16,VIC,15.8,2.0,False
2026-04-17,VIC,12.4,1.7,False
2026-04-18,VIC,14.3,1.9,False
2026-04-19,VIC,14.8,3.3,False
2026-04-20,VIC,14.4,0.9,False
2026-04-21,VIC,15.6,3.7,False
2026-04-22,VIC,14.8,6.6,False
2026-04-23,VIC,15.2,5.3,False
2026-04-24,VIC,12.8,1.9,False
2026-04-25,VIC,15.2,0.6,False
2026-04-26,VIC,16.3,0.9,False
2026-04-27,VIC,12.0,4.2,False
2026-04-28,VIC,12.0,2.4,False
2026-04-29,VIC,15.4,1.0,False
2026-04-30,VIC,12.8,0.1,False
2026-05-01,VIC,15.2,5.1,False
2026-05-02,VIC,12.2,0.4,False
2026-05-03,VIC,15.1,1.6,False
2026-05-04,VIC,12.8,0.8,False
2026-05-05,VIC,12.9,1.1,False
2026-05-06,VIC,14.8,0.2,False
2026-05-07,VIC,11.6,0.9,False
2026-05-08,VIC,10.6,6.5,False
2026-05-09,VIC,11.2,1.6,False
2026-05-10,VIC,12.6,1.5,False
2026-05-11,VIC,9.2,2.3,False
2026-05-12,VIC,12.6,1.1,False
2026-05-13,VIC,10.6,1.0,False
2026-05-14,VIC,13.2,0.1,False
2026-05-15,VIC,7.4,4.1,False
2026-05-16,VIC,9.8,3.2,False
2026-05-17,VIC,8.3,1.3,False
2026-05-18,VIC,9.5,2.6,False
2026-05-19,VIC,11.1,1.3,False
2026-05-20,VIC,10.3,0.3,False
2026-05-21,VIC,10.1,0.4,False
2026-05-22,VIC,10.1,8.7,False
2026-05-23,VIC,10.6,3.3,False
2026-05-24,VIC,8.6,1.2,False
2026-05-25,VIC,11.2,3.7,False
2026-05-26,VIC,11.0,1.9,False
2026-05-27,VIC,10.5,4.0,False
2026-05-28,VIC,10.6,2.9,False
2026-05-29,VIC,10.1,3.7,False
2026-05-30,VIC,12.8,0.0,False
2026-05-31,VIC,9.3,11.2,False
2026-06-01,VIC,8.8,0.1,False
2026-06-02,VIC,8.0,1.3,False
2026-06-03,VIC,7.5,0.3,False
2026-06-04,VIC,7.1,0.6,False
2026-06-05,VIC,7.5,1.4,False
2026-06-06,VIC,8.8,1.1,False
2026-06-07,VIC,9.3,7.5,False
2026-06-08,VIC,8.8,1.3,False
2026-06-09,VIC,7.4,7.8,False
2026-06-10,VIC,10.0,2.3,False
2026-06-11,VIC,9.6,1.3,False
2026-06-12,VIC,8.1,2.4,False
2026-06-13,VIC,7.3,2.3,False
2026-06-14,VIC,9.1,0.8,False
2026-06-15,VIC,8.5,0.8,False
2026-06-16,VIC,5.8,6.0,False
2026-06-17,VIC,7.9,0.2,False
2026-06-18,VIC,8.4,1.9,False
2026-06-19,VIC,6.4,7.9,False
2026-06-20,VIC,8.1,1.0,False
2026-06-21,VIC,5.4,4.4,False
2026-06-22,VIC,9.8,1.0,False
2026-06-23,VIC,9.6,8.1,False
2026-06-24,VIC,7.2,0.4,False
2026-06-25,VIC,8.1,1.4,False
2026-06-26,VIC,3.6,1.9,False
2026-06-27,VIC,5.6,3.6,False
2026-06-28,VIC,6.9,2.2,False
2026-06-29,VIC,5.6,4.0,False
2026-06-30,VIC,8.5,0.4,False
2026-07-01,VIC,10.5,4.1,False
2026-07-02,VIC,5.4,6.4,False
2026-07-03,VIC,5.9,3.7,False
2026-07-04,VIC,7.6,1.0,False
2026-07-05,VIC,9.7,0.6,False
2026-07-06,VIC,5.2,0.8,False
2026-07-07,VIC,7.5,0.3,False
2026-07-08,VIC,10.0,2.8,False
2026-07-09,VIC,4.4,2.1,False
2026-07-10,VIC,5.0,2.1,False
2026-07-11,VIC,6.4,2.5,False
2026-07-12,VIC,6.2,6.0,False
2026-07-13,VIC,8.3,0.2,False
2026-07-14,VIC,7.4,1.3,False
2026-07-15,VIC,4.2,0.6,False
2026-07-16,VIC,7.8,3.2,False
2026-07-17,VIC,6.1,5.5,False
2026-07-18,VIC,9.0,0.9,False
2026-07-19,VIC,6.0,1.6,False
2026-07-20,VIC,6.0,0.1,False
2026-07-21,VIC,7.9,1.7,False
2026-07-22,VIC,8.3,1.0,False
2026-07-23,VIC,7.8,2.5,False
2026-07-24,VIC,4.4,1.7,False
2026-07-25,VIC,7.9,4.2,False
2026-07-26,VIC,5.4,1.4,False
2026-07-27,VIC,7.5,1.7,False
2026-07-28,VIC,4.9,4.9,False
2026-07-29,VIC,7.9,1.5,False
2026-07-30,VIC,5.9,2.6,False
2026-07-31,VIC,5.2,0.7,False
2025-06-27,NSW,13.6,3.1,False
2025-06-28,NSW,11.6,5.4,False
2025-06-29,NSW,9.9,1.6,False
2025-06-30,NSW,12.6,0.5,False
2025-07-01,NSW,12.7,8.8,False
2025-07-02,NSW,12.3,7.3,False
2025-07-03,NSW,12.4,1.3,False
2025-07-04,NSW,10.7,1.4,False
2025-07-05,NSW,9.7,4.4,False
2025-07-06,NSW,9.7,1.6,False
2025-07-07,NSW,8.5,1.7,False
2025-07-08,NSW,11.5,2.2,False
2025-07-09,NSW,10.9,0.8,False
2025-07-10,NSW,10.3,2.3,False
2025-07-11,NSW,6.3,0.7,False
2025-07-12,NSW,9.0,1.3,False
2025-07-13,NSW,12.8,1.0,False
2025-07-14,NSW,9.9,0.2,False
2025-07-15,NSW,11.6,5.9,False
2025-07-16,NSW,8.8,1.1,False
2025-07-17,NSW,13.3,1.0,False
2025-07-18,NSW,10.8,18.5,False
2025-07-19,NSW,11.5,2.5,False
2025-07-20,NSW,14.7,0.2,False
2025-07-21,NSW,13.4,1.6,False
2025-07-22,NSW,10.5,1.2,False
2025-07-23,NSW,10.1,1.8,False
2025-07-24,NSW,10.5,0.6,False
2025-07-25,NSW,11.9,0.5,False
2025-07-26,NSW,10.9,0.3,False
2025-07-27,NSW,10.5,3.6,False
2025-07-28,NSW,13.5,0.1,False
2025-07-29,NSW,11.0,4.3,False
2025-07-30,NSW,14.9,0.5,False
2025-07-31,NSW,11.4,4.1,False
2025-08-01,NSW,14.1,3.6,False
2025-08-02,NSW,11.8,3.1,False
2025-08-03,NSW,12.9,0.1,False
2025-08-04,NSW,10.2,1.2,False
2025-08-05,NSW,10.0,3.0,False
2025-08-06,NSW,12.2,,False
2025-08-07,NSW,13.0,,False
2025-08-08,NSW,11.6,,False
2025-08-09,NSW,9.5,,False
2025-08-10,NSW,9.4,,False
2025-08-11,NSW,9.4,,False
2025-08-12,NSW,8.9,,False
2025-08-13,NSW,11.9,1.3,False
2025-08-14,NSW,13.6,1.3,False
2025-08-15,NSW,11.9,4.0,False
2025-08-16,NSW,8.3,3.4,False
2025-08-17,NSW,11.7,1.6,False
2025-08-18,NSW,11.8,2.7,False
2025-08-19,NSW,15.5,1.1,False
2025-08-20,NSW,9.9,3.3,False
2025-08-21,NSW,11.6,0.4,False
2025-08-22,NSW,15.1,0.4,False
2025-08-23,NSW,13.1,1.2,False
2025-08-24,NSW,13.4,0.1,False
2025-08-25,NSW,12.7,0.7,False
2025-08-26,NSW,13.1,2.1,False
2025-08-27,NSW,13.9,1.2,False
2025-08-28,NSW,11.5,0.4,False
2025-08-29,NSW,14.3,17.5,False
2025-08-30,NSW,10.7,5.5,False
2025-08-31,NSW,13.6,0.8,False
2025-09-01,NSW,13.4,5.2,False
2025-09-02,NSW,12.2,7.2,False
2025-09-03,NSW,13.3,3.9,False
2025-09-04,NSW,12.4,0.2,False
2025-09-05,NSW,11.8,2.3,False
2025-09-06,NSW,13.0,2.1,False
2025-09-07,NSW,11.9,2.1,False
2025-09-08,NSW,14.3,0.3,False
2025-09-09,NSW,12.0,3.5,False
2025-09-10,NSW,15.1,6.0,False
2025-09-11,NSW,12.2,0.2,False
2025-09-12,NSW,13.2,0.9,False
2025-09-13,NSW,13.2,0.0,False
2025-09-14,NSW,16.5,4.9,False
2025-09-15,NSW,15.0,13.5,False
2025-09-16,NSW,14.2,0.1,False
2025-09-17,NSW,15.5,6.4,False
2025-09-18,NSW,11.4,1.6,False
2025-09-19,NSW,14.8,8.1,False
2025-09-20,NSW,18.2,10.5,False
2025-09-21,NSW,15.3,4.5,False
2025-09-22,NSW,15.3,0.4,False
2025-09-23,NSW,16.2,2.2,False
2025-09-24,NSW,16.9,0.5,False
2025-09-25,NSW,12.3,13.2,False
2025-09-26,NSW,13.0,1.8,False
2025-09-27,NSW,16.1,0.7,False
2025-09-28,NSW,14.7,1.0,False
2025-09-29,NSW,18.1,9.4,False
2025-09-30,NSW,15.6,0.3,False
2025-10-01,NSW,13.1,3.7,False
2025-10-02,NSW,14.3,6.2,False
2025-10-03,NSW,12.1,1.5,False
2025-10-04,NSW,16.2,3.1,False
2025-10-05,NSW,16.4,2.3,False
2025-10-06,NSW,16.1,1.7,False
2025-10-07,NSW,18.7,1.4,False
2025-10-08,NSW,19.0,0.2,False
2025-10-09,NSW,16.9,1.0,False
2025-10-10,NSW,13.9,0.5,False
2025-10-11,NSW,18.4,1.7,False
2025-10-12,NSW,18.4,3.9,False
2025-10-13,NSW,18.1,0.8,False
2025-10-14,NSW,19.3,0.9,False
2025-10-15,NSW,16.0,1.1,False
2025-10-16,NSW,21.2,4.4,False
2025-10-17,NSW,16.6,5.6,False
2025-10-18,NSW,19.4,0.4,False
2025-10-19,NSW,15.7,6.5,False
2025-10-20,NSW,17.0,4.3,False
2025-10-21,NSW,21.0,0.3,False
2025-10-22,NSW,18.3,3.1,False
2025-10-23,NSW,20.2,2.5,False
2025-10-24,NSW,19.3,2.1,False
2025-10-25,NSW,18.9,0.2,False
2025-10-26,NSW,21.4,2.9,False
2025-10-27,NSW,18.9,2.2,False
2025-10-28,NSW,16.6,0.9,False
2025-10-29,NSW,18.3,1.7,False
2025-10-30,NSW,20.6,4.1,False
2025-10-31,NSW,20.4,0.1,False
2025-11-01,NSW,17.4,1.5,False
2025-11-02,NSW,18.9,5.1,False
2025-11-03,NSW,19.2,1.6,False
2025-11-04,NSW,19.7,5.5,False
2025-11-05,NSW,18.2,0.5,False
2025-11-06,NSW,19.5,4.1,False
2025-11-07,NSW,19.4,7.8,False
2025-11-08,NSW,21.9,0.4,False
2025-11-09,NSW,22.1,4.9,False
2025-11-10,NSW,20.7,0.8,False
2025-11-11,NSW,20.4,0.3,False
2025-11-12,NSW,21.4,0.3,False
2025-11-13,NSW,19.9,1.5,False
2025-11-14,NSW,19.5,0.0,False
2025-11-15,NSW,20.0,0.8,False
2025-11-16,NSW,20.5,1.5,False
2025-11-17,NSW,19.8,1.6,False
2025-11-18,NSW,22.0,0.6,False
2025-11-19,NSW,23.0,1.1,False
2025-11-20,NSW,19.4,0.6,False
2025-11-21,NSW,22.1,0.8,False
2025-11-22,NSW,21.8,3.4,False
2025-11-23,NSW,22.8,1.5,False
2025-11-24,NSW,22.3,3.8,False
2025-11-25,NSW,20.1,0.8,False
2025-11-26,NSW,20.5,0.1,False
2025-11-27,NSW,22.7,2.2,False
2025-11-28,NSW,24.4,3.5,False
2025-11-29,NSW,19.3,0.3,False
2025-11-30,NSW,23.5,3.2,False
2025-12-01,NSW,24.9,0.3,False
2025-12-02,NSW,22.8,1.0,False
2025-12-03,NSW,24.0,2.3,False
2025-12-04,NSW,22.1,0.3,False
2025-12-05,NSW,23.1,2.7,False
2025-12-06,NSW,20.8,2.1,False
2025-12-07,NSW,19.7,3.0,False
2025-12-08,NSW,25.0,0.2,False
2025-12-09,NSW,22.0,0.8,False
2025-12-10,NSW,23.0,4.6,False
2025-12-11,NSW,21.5,0.1,False
2025-12-12,NSW,21.6,4.9,False
2025-12-13,NSW,23.6,3.7,False
2025-12-14,NSW,22.8,0.3,False
2025-12-15,NSW,24.6,0.5,False
2025-12-16,NSW,24.8,4.2,False
2025-12-17,NSW,24.6,1.8,False
2025-12-18,NSW,24.6,1.5,False
2025-12-19,NSW,26.8,0.9,False
2025-12-20,NSW,22.6,1.6,False
2025-12-21,NSW,24.3,1.2,False
2025-12-22,NSW,26.2,1.5,False
2025-12-23,NSW,26.5,5.0,False
2025-12-24,NSW,22.2,0.1,False
2025-12-25,NSW,24.0,6.1,False
2025-12-26,NSW,26.8,0.9,False
2025-12-27,NSW,25.4,0.9,False
2025-12-28,NSW,25.0,3.2,False
2025-12-29,NSW,24.3,5.5,False
2025-12-30,NSW,24.1,2.3,False
2025-12-31,NSW,25.2,0.8,False
2026-01-01,NSW,24.4,0.3,False
2026-01-02,NSW,24.8,1.5,False
2026-01-03,NSW,25.0,0.2,False
2026-01-04,NSW,23.8,5.3,False
2026-01-05,NSW,25.7,1.0,False
2026-01-06,NSW,29.6,3.6,False
2026-01-07,NSW,22.1,4.6,False
2026-01-08,NSW,25.5,2.4,False
2026-01-09,NSW,23.7,3.7,False
2026-01-10,NSW,25.9,2.3,False
2026-01-11,NSW,25.1,1.2,False
2026-01-12,NSW,26.2,3.5,False
2026-01-13,NSW,26.9,3.3,False
2026-01-14,NSW,25.3,0.4,False
2026-01-15,NSW,26.8,4.0,False
2026-01-16,NSW,21.2,1.3,False
2026-01-17,NSW,27.5,7.5,False
2026-01-18,NSW,25.6,5.2,False
2026-01-19,NSW,26.7,2.0,False
2026-01-20,NSW,23.0,2.6,False
2026-01-21,NSW,23.6,0.4,False
2026-01-22,NSW,25.2,1.9,False
2026-01-23,NSW,24.9,1.6,False
2026-01-24,NSW,25.4,1.3,False
2026-01-25,NSW,26.6,1.7,False
2026-01-26,NSW,22.1,11.6,False
2026-01-27,NSW,26.4,0.4,False
2026-01-28,NSW,24.8,0.3,False
2026-01-29,NSW,24.5,1.7,False
2026-01-30,NSW,22.4,1.1,False
2026-01-31,NSW,25.5,2.9,False
2026-02-01,NSW,20.8,0.8,True
2026-02-02,NSW,25.7,5.4,False
2026-02-03,NSW,22.2,4.6,False
2026-02-04,NSW,24.7,0.6,False
2026-02-05,NSW,24.4,0.4,False
2026-02-06,NSW,26.4,3.2,False
2026-02-07,NSW,24.2,0.1,False
2026-02-08,NSW,23.3,0.9,False
2026-02-09,NSW,23.6,5.6,False
2026-02-10,NSW,26.3,0.4,False
2026-02-11,NSW,25.1,2.4,False
2026-02-12,NSW,23.6,1.7,False
2026-02-13,NSW,23.8,9.3,False
2026-02-14,NSW,21.6,1.3,False
2026-02-15,NSW,24.6,4.7,False
2026-02-16,NSW,21.2,6.6,False
2026-02-17,NSW,25.1,0.5,False
2026-02-18,NSW,24.0,1.8,False
2026-02-19,NSW,27.6,2.1,False
2026-02-20,NSW,21.9,1.8,False
2026-02-21,NSW,23.5,4.9,False
2026-02-22,NSW,26.4,0.1,False
2026-02-23,NSW,25.4,0.8,False
2026-02-24,NSW,22.3,0.6,False
2026-02-25,NSW,23.7,0.2,False
2026-02-26,NSW,23.3,0.7,False
2026-02-27,NSW,23.6,1.1,False
2026-02-28,NSW,22.0,1.1,False
2026-03-01,NSW,22.9,0.1,False
2026-03-02,NSW,20.4,2.0,False
2026-03-03,NSW,23.1,0.5,False
2026-03-04,NSW,23.5,1.5,False
2026-03-05,NSW,22.3,1.8,False
2026-03-06,NSW,20.0,2.5,True
2026-03-07,NSW,24.1,1.3,False
2026-03-08,NSW,23.0,0.2,False
2026-03-09,NSW,21.1,0.0,False
2026-03-10,NSW,21.7,1.4,False
2026-03-11,NSW,19.7,4.4,True
2026-03-12,NSW,20.4,9.8,False
2026-03-13,NSW,21.0,3.7,False
2026-03-14,NSW,23.8,1.2,False
2026-03-15,NSW,20.7,7.5,False
2026-03-16,NSW,22.6,6.7,False
2026-03-17,NSW,20.6,4.1,False
