date,location_type,location_id,sku_id,on_hand_units,on_order_units,safety_stock_units,days_of_supply
2025-06-27,Warehouse,WH-QLD,SKU-00002,654.6,0.0,119.9,27.3
2025-06-27,Warehouse,WH-QLD,SKU-00003,230.8,0.0,70.5,16.4
2025-06-27,Warehouse,WH-QLD,SKU-00004,309.1,0.0,52.6,29.4
2025-06-27,Warehouse,WH-QLD,SKU-00005,298.9,0.0,45.0,33.2
2025-06-27,Warehouse,WH-QLD,SKU-00006,394.0,0.0,89.9,21.9
2025-06-27,Warehouse,WH-QLD,SKU-00007,856.1,0.0,181.8,23.5
2025-06-27,Warehouse,WH-QLD,SKU-00008,754.8,0.0,200.5,18.8
2025-06-27,Warehouse,WH-QLD,SKU-00009,170.3,0.0,59.5,14.3
2025-06-27,Warehouse,WH-QLD,SKU-00010,396.5,0.0,68.8,28.8
2025-06-27,Warehouse,WH-QLD,SKU-00011,199.6,0.0,28.6,34.9
2025-06-27,Warehouse,WH-QLD,SKU-00012,172.9,0.0,49.1,17.6
2025-06-27,Warehouse,WH-QLD,SKU-00013,756.4,0.0,218.9,17.3
2025-06-27,Warehouse,WH-QLD,SKU-00014,181.0,0.0,48.2,18.8
2025-06-27,Warehouse,WH-QLD,SKU-00015,191.1,0.0,59.6,16.0
2025-06-27,Warehouse,WH-QLD,SKU-00016,636.3,0.0,79.1,40.2
2025-06-27,Warehouse,WH-QLD,SKU-00017,1016.1,0.0,202.0,25.1
2025-06-27,Warehouse,WH-QLD,SKU-00018,674.8,0.0,149.9,22.5
2025-06-27,Warehouse,WH-QLD,SKU-00019,430.4,0.0,163.3,13.2
2025-06-27,Warehouse,WH-QLD,SKU-00020,650.1,0.0,91.0,35.7
2025-06-27,Warehouse,WH-QLD,SKU-00021,316.9,0.0,43.2,36.7
2025-06-27,Warehouse,WH-QLD,SKU-00022,129.4,0.0,34.9,18.5
2025-06-27,Warehouse,WH-QLD,SKU-00023,759.6,0.0,161.7,23.5
2025-06-27,Warehouse,WH-VIC,SKU-00001,670.8,0.0,139.9,24.0
2025-06-27,Warehouse,WH-VIC,SKU-00002,1192.8,0.0,225.8,26.4
2025-06-27,Warehouse,WH-VIC,SKU-00003,304.9,0.0,125.0,12.2
2025-06-27,Warehouse,WH-VIC,SKU-00004,666.1,0.0,90.3,36.9
2025-06-27,Warehouse,WH-VIC,SKU-00005,127.3,0.0,20.6,30.9
2025-06-27,Warehouse,WH-VIC,SKU-00006,138.3,0.0,43.4,15.9
2025-06-27,Warehouse,WH-VIC,SKU-00007,666.8,0.0,144.1,23.1
2025-06-27,Warehouse,WH-VIC,SKU-00008,708.6,0.0,152.3,23.3
2025-06-27,Warehouse,WH-VIC,SKU-00009,176.0,0.0,58.8,15.0
2025-06-27,Warehouse,WH-VIC,SKU-00010,555.3,0.0,92.1,30.1
2025-06-27,Warehouse,WH-VIC,SKU-00011,350.7,0.0,44.3,39.6
2025-06-27,Warehouse,WH-VIC,SKU-00013,700.0,0.0,136.1,25.7
2025-06-27,Warehouse,WH-VIC,SKU-00014,632.9,0.0,140.9,22.5
2025-06-27,Warehouse,WH-VIC,SKU-00015,546.1,0.0,172.9,15.8
2025-06-27,Warehouse,WH-VIC,SKU-00016,146.8,0.0,22.6,32.5
2025-06-27,Warehouse,WH-VIC,SKU-00017,378.0,0.0,80.7,23.4
2025-06-27,Warehouse,WH-VIC,SKU-00018,820.5,0.0,155.2,26.4
2025-06-27,Warehouse,WH-VIC,SKU-00019,386.5,0.0,124.7,15.5
2025-06-27,Warehouse,WH-VIC,SKU-00020,694.3,0.0,80.7,43.0
2025-06-27,Warehouse,WH-VIC,SKU-00021,330.3,0.0,48.0,34.4
2025-06-27,Warehouse,WH-VIC,SKU-00022,188.5,0.0,42.0,22.4
2025-06-27,Warehouse,WH-VIC,SKU-00023,398.7,0.0,86.7,23.0
2025-06-27,Warehouse,WH-VIC,SKU-00024,633.1,0.0,164.3,19.3
2025-06-27,Warehouse,WH-WA,SKU-00001,339.6,0.0,95.3,17.8
2025-06-27,Warehouse,WH-WA,SKU-00002,110.3,0.0,21.7,25.4
2025-06-27,Warehouse,WH-WA,SKU-00003,125.4,0.0,43.5,14.4
2025-06-27,Warehouse,WH-WA,SKU-00004,167.7,0.0,22.8,36.8
2025-06-27,Warehouse,WH-WA,SKU-00005,176.3,0.0,21.5,41.0
2025-06-27,Warehouse,WH-WA,SKU-00006,207.7,0.0,49.2,21.1
2025-06-27,Warehouse,WH-WA,SKU-00007,227.7,0.0,56.0,20.3
2025-06-27,Warehouse,WH-WA,SKU-00009,242.6,0.0,92.0,13.2
2025-06-27,Warehouse,WH-WA,SKU-00010,340.7,0.0,44.7,38.1
2025-06-27,Warehouse,WH-WA,SKU-00011,182.2,0.0,23.5,38.8
2025-06-27,Warehouse,WH-WA,SKU-00012,129.3,0.0,35.2,18.4
2025-06-27,Warehouse,WH-WA,SKU-00013,452.2,0.0,105.9,21.4
2025-06-27,Warehouse,WH-WA,SKU-00014,312.0,0.0,67.5,23.1
2025-06-27,Warehouse,WH-WA,SKU-00015,193.7,0.0,65.2,14.9
2025-06-27,Warehouse,WH-WA,SKU-00016,137.9,0.0,16.6,41.6
2025-06-27,Warehouse,WH-WA,SKU-00017,330.1,0.0,95.1,17.4
2025-06-27,Warehouse,WH-WA,SKU-00018,518.4,0.0,102.7,25.2
2025-06-27,Warehouse,WH-WA,SKU-00019,63.1,0.0,22.9,13.8
2025-06-27,Warehouse,WH-WA,SKU-00020,234.2,0.0,37.5,31.2
2025-06-27,Warehouse,WH-WA,SKU-00021,267.3,0.0,35.6,37.6
2025-06-27,Warehouse,WH-WA,SKU-00022,119.0,0.0,27.6,21.6
2025-06-27,Warehouse,WH-WA,SKU-00023,203.4,0.0,47.3,21.5
2025-06-27,Warehouse,WH-WA,SKU-00024,120.7,0.0,23.6,25.6
2025-07-04,Store,STR-01,SKU-00003,37.0,43.0,31.1,3.6
2025-07-04,Store,STR-01,SKU-00007,172.9,0.0,86.4,6.0
2025-07-04,Store,STR-01,SKU-00001,86.0,0.0,41.0,6.3
2025-07-04,Store,STR-01,SKU-00004,42.9,47.0,36.0,3.6
2025-07-04,Store,STR-01,SKU-00015,55.1,84.0,57.9,2.9
2025-07-04,Store,STR-01,SKU-00023,99.2,0.0,52.0,5.7
2025-07-04,Store,STR-01,SKU-00024,110.1,0.0,49.8,6.6
2025-07-04,Store,STR-01,SKU-00008,74.6,0.0,35.5,6.3
2025-07-04,Store,STR-01,SKU-00010,50.1,0.0,25.4,5.9
2025-07-04,Store,STR-01,SKU-00002,125.2,0.0,73.8,5.1
2025-07-04,Store,STR-01,SKU-00009,77.9,0.0,35.3,6.6
2025-07-04,Store,STR-01,SKU-00020,42.0,0.0,22.3,5.7
2025-07-04,Store,STR-01,SKU-00021,12.9,15.0,10.9,3.6
2025-07-04,Store,STR-01,SKU-00014,60.1,51.0,42.4,4.3
2025-07-04,Store,STR-01,SKU-00019,60.2,63.0,52.0,3.5
2025-07-04,Store,STR-01,SKU-00018,58.6,89.6,64.6,2.7
2025-07-04,Store,STR-01,SKU-00022,19.6,34.8,25.2,2.3
2025-07-04,Store,STR-01,SKU-00011,5.9,14.0,9.5,1.9
2025-07-04,Store,STR-01,SKU-00013,80.9,0.0,41.6,5.8
2025-07-04,Store,STR-02,SKU-00020,46.5,35.0,28.7,4.8
2025-07-04,Store,STR-02,SKU-00010,14.1,24.0,14.5,2.9
2025-07-04,Store,STR-02,SKU-00015,87.5,0.0,45.0,5.8
2025-07-04,Store,STR-02,SKU-00018,62.1,63.0,49.8,3.7
2025-07-04,Store,STR-02,SKU-00002,103.5,99.0,71.5,4.3
2025-07-04,Store,STR-02,SKU-00011,4.7,15.0,10.8,1.3
2025-07-04,Store,STR-02,SKU-00003,67.0,73.0,49.4,4.1
2025-07-04,Store,STR-02,SKU-00014,127.3,0.0,61.2,6.2
2025-07-04,Store,STR-02,SKU-00008,79.5,0.0,47.1,5.1
2025-07-04,Store,STR-02,SKU-00012,16.8,21.0,13.3,3.8
2025-07-04,Store,STR-02,SKU-00016,23.8,19.0,15.1,4.7
2025-07-04,Store,STR-02,SKU-00009,69.9,73.0,57.5,3.6
2025-07-04,Store,STR-02,SKU-00023,97.9,0.0,52.2,5.6
2025-07-04,Store,STR-02,SKU-00019,89.4,0.0,41.8,6.4
2025-07-04,Store,STR-02,SKU-00024,29.1,43.0,35.3,2.5
2025-07-04,Store,STR-02,SKU-00007,143.2,0.0,67.1,6.4
2025-07-04,Store,STR-02,SKU-00006,26.5,35.0,23.1,3.4
2025-07-04,Store,STR-02,SKU-00013,86.7,0.0,50.7,5.1
2025-07-04,Store,STR-02,SKU-00022,39.2,30.0,24.4,4.8
2025-07-04,Store,STR-03,SKU-00018,66.3,49.0,40.7,4.9
2025-07-04,Store,STR-03,SKU-00019,56.6,83.0,67.3,2.5
2025-07-04,Store,STR-03,SKU-00008,69.8,103.0,74.0,2.8
2025-07-04,Store,STR-03,SKU-00016,40.0,37.0,30.0,4.0
2025-07-04,Store,STR-03,SKU-00001,102.6,0.0,57.4,5.4
2025-07-04,Store,STR-03,SKU-00021,19.7,15.0,12.2,4.8
2025-07-04,Store,STR-03,SKU-00013,154.8,0.0,67.7,6.9
2025-07-04,Store,STR-03,SKU-00004,13.3,23.0,16.7,2.4
2025-07-04,Store,STR-03,SKU-00017,155.0,0.0,69.5,6.7
2025-07-04,Store,STR-03,SKU-00005,7.3,15.0,12.1,1.8
2025-07-04,Store,STR-03,SKU-00006,37.0,37.0,26.1,4.3
2025-07-04,Store,STR-03,SKU-00020,13.8,35.4,25.1,1.6
2025-07-04,Store,STR-03,SKU-00015,30.2,56.0,35.7,2.5
2025-07-04,Store,STR-03,SKU-00009,46.1,43.0,35.7,3.9
2025-07-04,Store,STR-03,SKU-00023,50.2,44.0,35.4,4.3
2025-07-04,Store,STR-03,SKU-00002,37.5,53.0,37.3,3.0
2025-07-04,Store,STR-03,SKU-00007,73.4,73.3,57.1,3.9
2025-07-04,Store,STR-03,SKU-00010,49.4,0.0,20.6,7.2
2025-07-04,Store,STR-03,SKU-00011,20.8,22.8,17.2,3.6
2025-07-04,Store,STR-04,SKU-00015,39.3,0.0,17.4,6.8
2025-07-04,Store,STR-04,SKU-00003,35.0,32.0,26.1,4.0
2025-07-04,Store,STR-04,SKU-00004,20.4,0.0,9.3,6.6
2025-07-04,Store,STR-04,SKU-00013,87.1,0.0,41.7,6.3
2025-07-04,Store,STR-04,SKU-00014,50.0,0.0,21.2,7.1
2025-07-04,Store,STR-04,SKU-00011,14.6,0.0,8.0,5.5
2025-07-04,Store,STR-04,SKU-00020,30.5,0.0,16.8,5.5
2025-07-04,Store,STR-04,SKU-00007,70.1,0.0,33.6,6.3
2025-07-04,Store,STR-04,SKU-00018,87.9,0.0,48.3,5.5
2025-07-04,Store,STR-04,SKU-00021,33.3,0.0,12.8,7.8
2025-07-04,Store,STR-04,SKU-00001,66.8,0.0,36.3,5.5
2025-07-04,Store,STR-04,SKU-00010,18.8,21.0,17.6,3.2
2025-07-04,Store,STR-04,SKU-00022,25.9,21.0,16.6,4.7
2025-07-04,Store,STR-04,SKU-00006,35.2,25.0,21.3,5.0
2025-07-04,Store,STR-04,SKU-00017,56.2,0.0,32.2,5.2
2025-07-04,Store,STR-04,SKU-00009,65.0,0.0,37.8,5.2
2025-07-04,Store,STR-04,SKU-00012,12.3,18.0,11.4,3.2
2025-07-04,Store,STR-04,SKU-00016,10.2,15.0,10.0,3.1
2025-07-04,Store,STR-04,SKU-00005,22.5,0.0,8.3,8.1
2025-07-04,Store,STR-05,SKU-00005,14.0,16.0,12.4,3.4
2025-07-04,Store,STR-05,SKU-00024,59.2,68.0,48.8,3.6
2025-07-04,Store,STR-05,SKU-00004,32.6,0.0,18.2,5.4
2025-07-04,Store,STR-05,SKU-00021,17.6,23.0,17.9,3.0
2025-07-04,Store,STR-05,SKU-00002,116.7,0.0,61.7,5.7
2025-07-04,Store,STR-05,SKU-00018,55.6,0.0,28.4,5.9
2025-07-04,Store,STR-05,SKU-00020,42.2,32.0,26.2,4.8
2025-07-04,Store,STR-05,SKU-00014,85.4,0.0,42.1,6.1
2025-07-04,Store,STR-05,SKU-00010,39.5,45.0,29.8,4.0
2025-07-04,Store,STR-05,SKU-00001,98.8,0.0,43.0,6.9
2025-07-04,Store,STR-05,SKU-00019,37.8,27.0,22.9,5.0
2025-07-04,Store,STR-05,SKU-00015,78.8,0.0,45.8,5.2
2025-07-04,Store,STR-05,SKU-00011,25.3,23.0,17.0,4.5
2025-07-04,Store,STR-05,SKU-00016,29.3,0.0,13.5,6.5
2025-07-04,Store,STR-05,SKU-00013,94.5,0.0,40.1,7.1
2025-07-04,Store,STR-05,SKU-00008,79.2,79.0,55.8,4.3
2025-07-04,Store,STR-05,SKU-00006,43.9,0.0,26.1,5.0
2025-07-04,Store,STR-05,SKU-00017,87.1,0.0,48.4,5.4
2025-07-04,Store,STR-05,SKU-00003,58.5,56.0,43.9,4.0
2025-07-04,Store,STR-06,SKU-00011,24.0,0.0,11.6,6.2
2025-07-04,Store,STR-06,SKU-00015,42.1,0.0,22.3,5.7
2025-07-04,Store,STR-06,SKU-00014,67.8,52.0,42.3,4.8
2025-07-04,Store,STR-06,SKU-00017,109.3,0.0,47.1,7.0
2025-07-04,Store,STR-06,SKU-00006,17.5,25.0,17.5,3.0
2025-07-04,Store,STR-06,SKU-00004,25.0,23.0,16.9,4.4
2025-07-04,Store,STR-06,SKU-00022,42.1,42.0,29.7,4.3
2025-07-04,Store,STR-06,SKU-00005,4.2,13.0,8.2,1.5
2025-07-04,Store,STR-06,SKU-00024,40.1,47.0,30.7,3.9
2025-07-04,Store,STR-06,SKU-00020,17.1,15.0,12.7,4.0
2025-07-04,Store,STR-06,SKU-00003,26.6,42.0,35.5,2.2
2025-07-04,Store,STR-06,SKU-00023,73.4,0.0,33.0,6.7
2025-07-04,Store,STR-06,SKU-00010,22.8,22.0,16.5,4.1
2025-07-04,Store,STR-06,SKU-00021,18.7,0.0,9.4,5.9
