store_id,sku_id,category,region,store_format,week,units_sold,revenue,promo_flag,unit_price,avg_temp_c,precipitation_mm,holiday_count,week_of_year,month,week_sin,week_cos,lag_1,lag_2,lag_4,rolling_mean_4,rolling_std_4,store_format_enc,category_enc,combo_mean_hist,forecast_units_advanced,forecast_units_baseline
STR-01,SKU-00002,Snacks,VIC,Metro,2026-06-22,146,406.98,False,3.23,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,165.0,173.0,171.0,166.25,7.632168761236845,1.0,5.0,189.80434782608697,159.75480002058342,166.25
STR-01,SKU-00002,Snacks,VIC,Metro,2026-06-29,163,526.49,False,3.23,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,146.0,165.0,156.0,160.0,11.63328557774341,1.0,5.0,189.80434782608697,155.85359238785267,160.0
STR-01,SKU-00002,Snacks,VIC,Metro,2026-07-06,153,494.19,False,3.23,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,163.0,146.0,173.0,161.75,11.35414755350071,1.0,5.0,189.80434782608697,154.2571485690364,161.75
STR-01,SKU-00002,Snacks,VIC,Metro,2026-07-13,171,552.33,False,3.23,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,153.0,163.0,165.0,156.75,8.88350531415759,1.0,5.0,189.80434782608697,151.91503627255503,156.75
STR-01,SKU-00002,Snacks,VIC,Metro,2026-07-20,153,494.19,False,3.23,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,171.0,153.0,146.0,158.25,10.996211468804434,1.0,5.0,189.80434782608697,155.03821261401856,158.25
STR-01,SKU-00002,Snacks,VIC,Metro,2026-07-27,95,306.85,False,3.2299999999999995,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,153.0,171.0,163.0,160.0,8.717797887081318,1.0,5.0,189.80434782608697,155.41158665354772,160.0
STR-01,SKU-00003,Dairy,VIC,Metro,2026-06-08,81,808.3800000000001,False,9.98,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,93.0,80.0,94.0,83.5,12.714820748507195,1.0,1.0,83.02173913043478,89.74081700367745,83.5
STR-01,SKU-00003,Dairy,VIC,Metro,2026-06-15,96,958.08,False,9.98,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,81.0,93.0,67.0,80.25,10.626225419530167,1.0,1.0,83.02173913043478,83.12506945051459,80.25
STR-01,SKU-00003,Dairy,VIC,Metro,2026-06-22,62,618.76,False,9.98,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,96.0,81.0,80.0,87.5,8.185352771872594,1.0,1.0,83.02173913043478,89.46410052461583,87.5
STR-01,SKU-00003,Dairy,VIC,Metro,2026-06-29,93,928.14,False,9.98,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,62.0,96.0,93.0,83.0,15.427248620541588,1.0,1.0,83.02173913043478,83.11343215818333,83.0
STR-01,SKU-00003,Dairy,VIC,Metro,2026-07-06,89,888.22,False,9.98,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,93.0,62.0,81.0,83.0,15.427248620541588,1.0,1.0,83.02173913043478,88.59618509610429,83.0
STR-01,SKU-00003,Dairy,VIC,Metro,2026-07-13,82,618.76,False,9.98,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,89.0,93.0,96.0,85.0,15.599145275730196,1.0,1.0,83.02173913043478,89.03584027235104,85.0
STR-01,SKU-00003,Dairy,VIC,Metro,2026-07-20,86,858.2800000000001,False,9.98,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,82.0,89.0,62.0,81.5,13.77195217340915,1.0,1.0,83.02173913043478,83.48382699160317,81.5
STR-01,SKU-00003,Dairy,VIC,Metro,2026-07-27,76,758.48,False,9.98,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,86.0,82.0,93.0,87.5,4.654746681256566,1.0,1.0,83.02173913043478,84.93525499623142,87.5
STR-01,SKU-00004,Household,VIC,Metro,2026-06-08,111,1068.93,False,9.63,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,98.0,125.0,95.0,104.25,13.937359864766353,1.0,3.0,96.45652173913044,101.27339332501424,104.25
STR-01,SKU-00004,Household,VIC,Metro,2026-06-15,76,731.88,False,9.63,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,111.0,98.0,99.0,108.25,12.632629707758134,1.0,3.0,96.45652173913044,103.82119184231935,108.25
STR-01,SKU-00004,Household,VIC,Metro,2026-06-22,106,1020.78,False,9.63,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,76.0,111.0,125.0,102.5,20.8246648632497,1.0,3.0,96.45652173913044,94.44042501580823,102.5
STR-01,SKU-00004,Household,VIC,Metro,2026-06-29,101,972.63,False,9.63,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,106.0,76.0,98.0,97.75,15.456929406148772,1.0,3.0,96.45652173913044,96.87903505268304,97.75
STR-01,SKU-00004,Household,VIC,Metro,2026-07-06,85,818.55,False,9.63,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,101.0,106.0,111.0,98.5,15.545631755148024,1.0,3.0,96.45652173913044,97.74453703790888,98.5
STR-01,SKU-00004,Household,VIC,Metro,2026-07-13,96,924.48,False,9.63,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,85.0,101.0,76.0,92.0,13.92838827718412,1.0,3.0,96.45652173913044,90.87218430868349,92.0
STR-01,SKU-00004,Household,VIC,Metro,2026-07-20,104,1001.52,False,9.63,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,96.0,85.0,106.0,97.0,8.981462390204985,1.0,3.0,96.45652173913044,92.67419784405298,97.0
STR-01,SKU-00004,Household,VIC,Metro,2026-07-27,70,674.1,False,9.63,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,104.0,96.0,101.0,96.5,8.346656017032608,1.0,3.0,96.45652173913044,93.81108532800332,96.5
STR-01,SKU-00007,Beverages,VIC,Metro,2026-06-08,124,548.08,False,4.42,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,143.0,145.0,163.0,146.75,11.49999999999994,1.0,0.0,216.1086956521739,141.3631925559182,146.75
STR-01,SKU-00007,Beverages,VIC,Metro,2026-06-15,117,517.14,False,4.42,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,124.0,143.0,136.0,137.0,9.486832980505069,1.0,0.0,216.1086956521739,128.72416304865257,137.0
STR-01,SKU-00007,Beverages,VIC,Metro,2026-06-22,110,486.2,False,4.42,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,117.0,124.0,145.0,132.25,13.88944443333373,1.0,0.0,216.1086956521739,128.73558474225106,132.25
STR-01,SKU-00007,Beverages,VIC,Metro,2026-06-29,122,539.24,False,4.42,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,110.0,117.0,143.0,123.5,14.200938936093817,1.0,0.0,216.1086956521739,124.2125116133917,123.5
STR-01,SKU-00007,Beverages,VIC,Metro,2026-07-06,131,579.02,False,4.42,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,122.0,110.0,124.0,118.25,6.238322424070864,1.0,0.0,216.1086956521739,115.01163100022023,118.25
STR-01,SKU-00007,Beverages,VIC,Metro,2026-07-13,106,468.52,False,4.42,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,131.0,122.0,117.0,120.0,8.831760866327773,1.0,0.0,216.1086956521739,121.1615968793008,120.0
STR-01,SKU-00007,Beverages,VIC,Metro,2026-07-20,117,517.14,False,4.42,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,106.0,131.0,110.0,117.25,11.412712210513272,1.0,0.0,216.1086956521739,112.67468978014486,117.25
STR-01,SKU-00007,Beverages,VIC,Metro,2026-07-27,76,335.91999999999996,False,4.42,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,117.0,106.0,122.0,119.0,10.424330514074532,1.0,0.0,216.1086956521739,113.06863418418074,119.0
STR-01,SKU-00008,Snacks,VIC,Metro,2026-06-08,87,228.81,False,2.63,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,68.0,69.0,85.0,77.75,10.812801055539067,1.0,5.0,92.28260869565217,78.69143979853185,77.75
STR-01,SKU-00008,Snacks,VIC,Metro,2026-06-15,66,173.57999999999998,False,2.63,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,87.0,68.0,89.0,78.25,11.295279249904954,1.0,5.0,92.28260869565217,78.55026152837002,78.25
STR-01,SKU-00008,Snacks,VIC,Metro,2026-06-22,84,220.92000000000002,False,2.63,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,66.0,87.0,69.0,72.5,9.746794344808968,1.0,5.0,92.28260869565217,73.36143841842326,72.5
STR-01,SKU-00008,Snacks,VIC,Metro,2026-06-29,69,181.47,False,2.63,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,84.0,66.0,68.0,76.25,10.781929326423915,1.0,5.0,92.28260869565217,77.51244304739414,76.25
STR-01,SKU-00008,Snacks,VIC,Metro,2026-07-06,85,223.55,False,2.63,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,69.0,84.0,87.0,76.5,10.535653752852742,1.0,5.0,92.28260869565217,77.17656912493291,76.5
STR-01,SKU-00008,Snacks,VIC,Metro,2026-07-13,81,213.02999999999997,False,2.63,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,85.0,69.0,66.0,76.0,9.899494936611669,1.0,5.0,92.28260869565217,77.49287649530379,76.0
STR-01,SKU-00008,Snacks,VIC,Metro,2026-07-20,90,236.7,False,2.63,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,81.0,85.0,84.0,79.75,7.365459931328124,1.0,5.0,92.28260869565217,78.60050532386828,79.75
STR-01,SKU-00008,Snacks,VIC,Metro,2026-07-27,47,123.61,False,2.63,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,90.0,81.0,69.0,81.25,8.958236433584464,1.0,5.0,92.28260869565217,81.1241142763903,81.25
STR-01,SKU-00009,Dairy,VIC,Metro,2026-06-08,103,701.43,False,6.81,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,108.0,110.0,83.0,99.75,12.338962679253058,1.0,1.0,92.02173913043478,99.16163596881294,99.75
STR-01,SKU-00009,Dairy,VIC,Metro,2026-06-15,99,674.19,False,6.81,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,103.0,108.0,98.0,104.75,5.377421934967209,1.0,1.0,92.02173913043478,103.34252404296518,104.75
STR-01,SKU-00009,Dairy,VIC,Metro,2026-06-22,117,796.77,False,6.81,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,99.0,103.0,110.0,105.0,4.966554808583761,1.0,1.0,92.02173913043478,102.44347595198303,105.0
STR-01,SKU-00009,Dairy,VIC,Metro,2026-06-29,120,817.2,False,6.81,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,117.0,99.0,108.0,106.75,7.762087348130001,1.0,1.0,92.02173913043478,107.20018342481504,106.75
STR-01,SKU-00009,Dairy,VIC,Metro,2026-07-06,95,646.95,False,6.81,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,120.0,117.0,103.0,109.75,10.307764064044143,1.0,1.0,92.02173913043478,107.83126048687535,109.75
STR-01,SKU-00009,Dairy,VIC,Metro,2026-07-13,96,653.76,False,6.81,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,95.0,120.0,99.0,107.75,12.579745625409117,1.0,1.0,92.02173913043478,104.04851711217056,107.75
STR-01,SKU-00009,Dairy,VIC,Metro,2026-07-20,105,715.05,False,6.81,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,96.0,95.0,117.0,107.0,13.341664064126329,1.0,1.0,92.02173913043478,103.90832031905938,107.0
STR-01,SKU-00009,Dairy,VIC,Metro,2026-07-27,70,476.7,False,6.81,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,105.0,96.0,120.0,104.0,11.57583690279022,1.0,1.0,92.02173913043478,101.98512737844976,104.0
STR-01,SKU-00010,Household,VIC,Metro,2026-06-08,67,543.37,False,8.11,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,74.0,90.0,71.0,78.0,8.366600265340766,1.0,3.0,71.3913043478261,73.3184936171025,78.0
STR-01,SKU-00010,Household,VIC,Metro,2026-06-15,71,575.81,False,8.11,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,67.0,74.0,77.0,77.0,9.626352718795776,1.0,3.0,71.3913043478261,73.0258698107037,77.0
STR-01,SKU-00010,Household,VIC,Metro,2026-06-22,56,454.15999999999997,False,8.11,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,71.0,67.0,90.0,75.5,10.082988974836123,1.0,3.0,71.3913043478261,72.11790961736713,75.5
STR-01,SKU-00010,Household,VIC,Metro,2026-06-29,73,592.03,False,8.11,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,56.0,71.0,74.0,67.0,7.874007874011824,1.0,3.0,71.3913043478261,65.27062309734676,67.0
STR-01,SKU-00010,Household,VIC,Metro,2026-07-06,65,527.15,False,8.11,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,73.0,56.0,67.0,66.75,7.588368291888153,1.0,3.0,71.3913043478261,67.395703588431,66.75
STR-01,SKU-00010,Household,VIC,Metro,2026-07-13,49,397.39,False,8.11,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,65.0,73.0,71.0,66.25,7.632168761236887,1.0,3.0,71.3913043478261,67.03435572314815,66.25
STR-01,SKU-00010,Household,VIC,Metro,2026-07-20,67,543.37,False,8.11,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,49.0,65.0,56.0,60.75,10.468205831628147,1.0,3.0,71.3913043478261,61.92929075504273,60.75
STR-01,SKU-00010,Household,VIC,Metro,2026-07-27,38,308.17999999999995,False,8.11,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,67.0,49.0,73.0,63.5,10.246950765959609,1.0,3.0,71.3913043478261,65.87994793330475,63.5
STR-01,SKU-00011,Personal Care,VIC,Metro,2026-06-08,28,307.16,False,10.97,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,19.0,25.0,25.0,24.75,4.5,1.0,4.0,23.91304347826087,23.98094046690724,24.75
STR-01,SKU-00011,Personal Care,VIC,Metro,2026-06-15,35,383.95,False,10.97,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,28.0,19.0,30.0,25.5,4.79583152331272,1.0,4.0,23.91304347826087,23.739061668327547,25.5
STR-01,SKU-00011,Personal Care,VIC,Metro,2026-06-22,18,197.45999999999998,False,10.97,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,35.0,28.0,25.0,26.75,6.652067347825035,1.0,4.0,23.91304347826087,23.910472036516126,26.75
STR-01,SKU-00011,Personal Care,VIC,Metro,2026-06-29,19,208.43,False,10.97,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,18.0,35.0,19.0,25.0,8.04155872120988,1.0,4.0,23.91304347826087,23.229545488714027,25.0
STR-01,SKU-00011,Personal Care,VIC,Metro,2026-07-06,26,285.22,False,10.97,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,19.0,18.0,28.0,25.0,8.04155872120988,1.0,4.0,23.91304347826087,23.685710933088526,25.0
STR-01,SKU-00011,Personal Care,VIC,Metro,2026-07-13,25,274.25,False,10.97,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,26.0,19.0,35.0,24.5,7.852812659593164,1.0,4.0,23.91304347826087,23.400827717209733,24.5
STR-01,SKU-00011,Personal Care,VIC,Metro,2026-07-20,19,208.43,False,10.97,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,25.0,26.0,18.0,22.0,4.08248290463863,1.0,4.0,23.91304347826087,22.365982588846624,22.0
STR-01,SKU-00011,Personal Care,VIC,Metro,2026-07-27,13,142.60999999999999,False,10.97,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,19.0,25.0,19.0,22.25,3.774917217635375,1.0,4.0,23.91304347826087,22.457783518451286,22.25
STR-01,SKU-00013,Beverages,VIC,Metro,2026-06-08,45,222.75,False,4.95,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,54.0,61.0,77.0,69.75,14.99722196497293,1.0,0.0,105.15217391304348,65.95709986998305,69.75
STR-01,SKU-00013,Beverages,VIC,Metro,2026-06-15,56,277.2,False,4.95,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,45.0,54.0,87.0,61.75,18.06239186818844,1.0,0.0,105.15217391304348,59.601920064612465,61.75
STR-01,SKU-00013,Beverages,VIC,Metro,2026-06-22,65,321.75,False,4.95,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,56.0,45.0,61.0,54.0,6.683312551921125,1.0,0.0,105.15217391304348,55.097045646323735,54.0
STR-01,SKU-00013,Beverages,VIC,Metro,2026-06-29,59,292.05,False,4.95,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,65.0,56.0,54.0,55.0,8.205689083394102,1.0,0.0,105.15217391304348,56.9112898553882,55.0
STR-01,SKU-00013,Beverages,VIC,Metro,2026-07-06,56,277.2,False,4.95,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,59.0,65.0,45.0,56.25,8.381527307120093,1.0,0.0,105.15217391304348,55.89676556450172,56.25
STR-01,SKU-00013,Beverages,VIC,Metro,2026-07-13,52,257.4,False,4.95,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,56.0,59.0,56.0,59.0,4.242640687119261,1.0,0.0,105.15217391304348,57.83587059482482,59.0
STR-01,SKU-00013,Beverages,VIC,Metro,2026-07-20,184,252.45,False,4.95,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,52.0,56.0,65.0,58.0,5.477225575051642,1.0,0.0,105.15217391304348,55.35803904506587,58.0
STR-01,SKU-00013,Beverages,VIC,Metro,2026-07-27,42,207.89999999999998,False,4.95,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,184.0,52.0,59.0,87.75,64.23070397662892,1.0,0.0,105.15217391304348,74.64220907392506,87.75
STR-01,SKU-00014,Snacks,VIC,Metro,2026-06-08,115,832.6,False,7.24,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,100.0,102.0,102.0,104.5,6.403124237432828,1.0,5.0,114.19565217391305,104.68422117944601,104.5
STR-01,SKU-00014,Snacks,VIC,Metro,2026-06-15,104,752.96,False,7.24,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,115.0,100.0,114.0,107.75,7.84750491132902,1.0,5.0,114.19565217391305,106.90523255999497,107.75
STR-01,SKU-00014,Snacks,VIC,Metro,2026-06-22,88,637.12,False,7.24,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,104.0,115.0,102.0,105.25,6.701989754294349,1.0,5.0,114.19565217391305,104.93570324235864,105.25
STR-01,SKU-00014,Snacks,VIC,Metro,2026-06-29,88,637.12,False,7.24,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,88.0,104.0,100.0,101.75,11.146748404803965,1.0,5.0,114.19565217391305,95.56833227011924,101.75
STR-01,SKU-00014,Snacks,VIC,Metro,2026-07-06,72,521.28,False,7.24,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,88.0,88.0,115.0,98.75,13.200378782444076,1.0,5.0,114.19565217391305,93.41515905161593,98.75
STR-01,SKU-00014,Snacks,VIC,Metro,2026-07-13,84,608.16,False,7.24,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,72.0,88.0,104.0,88.0,13.063945294843604,1.0,5.0,114.19565217391305,83.98211125441054,88.0
STR-01,SKU-00014,Snacks,VIC,Metro,2026-07-20,229,521.28,False,7.24,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,84.0,72.0,88.0,83.0,7.571877794400344,1.0,5.0,114.19565217391305,86.97868548019423,83.0
STR-01,SKU-00014,Snacks,VIC,Metro,2026-07-27,63,456.12,False,7.24,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,229.0,84.0,88.0,118.25,74.14568991744115,1.0,5.0,114.19565217391305,89.0432130630439,118.25
STR-01,SKU-00015,Dairy,VIC,Metro,2026-06-08,166,527.88,False,3.18,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,148.0,167.0,155.0,154.75,8.732124598286475,1.0,1.0,148.80434782608697,152.96856676221753,154.75
STR-01,SKU-00015,Dairy,VIC,Metro,2026-06-15,168,534.24,False,3.18,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,166.0,148.0,149.0,157.5,10.408329997330652,1.0,1.0,148.80434782608697,151.58702695155506,157.5
STR-01,SKU-00015,Dairy,VIC,Metro,2026-06-22,184,585.12,False,3.18,7.257142857142857,2.6571428571428575,0.0,26,6,-3.216245299353273e-16,-1.0,168.0,166.0,167.0,162.25,9.53502316025852,1.0,1.0,148.80434782608697,155.08963012295914,162.25
STR-01,SKU-00015,Dairy,VIC,Metro,2026-06-29,169,537.42,False,3.18,7.6000000000000005,2.8857142857142857,0.0,27,6,-0.12053668025532283,-0.992708874098054,184.0,168.0,148.0,166.5,14.730919862656227,1.0,1.0,148.80434782608697,158.49853615624235,166.5
STR-01,SKU-00015,Dairy,VIC,Metro,2026-07-06,160,508.8,False,3.18,6.385714285714286,2.3714285714285714,0.0,28,7,-0.23931566428755743,-0.9709418174260521,169.0,184.0,166.0,171.75,8.26135582092914,1.0,1.0,148.80434782608697,169.28271205565466,171.75
STR-01,SKU-00015,Dairy,VIC,Metro,2026-07-13,205,651.9,False,3.18,6.971428571428571,1.9000000000000001,0.0,29,7,-0.3546048870425356,-0.9350162426854148,160.0,169.0,168.0,170.25,10.012492197250381,1.0,1.0,148.80434782608697,161.78293656611478,170.25
STR-01,SKU-00015,Dairy,VIC,Metro,2026-07-20,171,543.78,False,3.18,6.814285714285715,1.8,0.0,30,7,-0.46472317204376806,-0.8854560256532101,205.0,160.0,184.0,179.5,19.672315572905998,1.0,1.0,148.80434782608697,175.04162553724356,179.5
STR-01,SKU-00015,Dairy,VIC,Metro,2026-07-27,108,343.44,False,3.18,6.28,2.2800000000000002,0.0,31,7,-0.5680647467311556,-0.8229838658936565,171.0,205.0,169.0,176.25,19.754746265138404,1.0,1.0,148.80434782608697,165.17693221205363,176.25
STR-01,SKU-00018,Snacks,VIC,Metro,2026-06-08,130,439.4,False,3.38,8.614285714285714,2.6,1.0,24,6,0.23931566428755768,-0.970941817426052,148.0,120.0,132.0,136.5,13.102162671355709,1.0,5.0,166.6304347826087,137.9397157289282,136.5
STR-01,SKU-00018,Snacks,VIC,Metro,2026-06-15,158,534.04,False,3.38,7.214285714285714,3.1714285714285713,0.0,25,6,0.12053668025532308,-0.992708874098054,130.0,148.0,146.0,136.0,13.366625103842292,1.0,5.0,166.6304347826087,133.2302216975469,136.0
