date,store_id,sku_id,units_sold,revenue,promo_flag,category,subcategory,unit_price,unit_cost,region,store_format,warehouse_id
2025-06-27,STR-05,SKU-00019,8,71.52,False,Dairy,Cheese,8.94,5.36,VIC,Metro,WH-VIC
2025-06-27,STR-05,SKU-00015,10,31.8,False,Dairy,Yoghurt,3.18,2.27,VIC,Metro,WH-VIC
2025-06-27,STR-05,SKU-00011,9,98.73,False,Personal Care,Oral Care,10.97,5.92,VIC,Metro,WH-VIC
2025-06-27,STR-05,SKU-00016,3,10.44,False,Household,Laundry,3.48,2.03,VIC,Metro,WH-VIC
2025-06-27,STR-05,SKU-00013,5,24.75,False,Beverages,Juice,4.95,2.42,VIC,Metro,WH-VIC
2025-06-27,STR-05,SKU-00008,19,49.97,False,Snacks,Chips,2.63,1.67,VIC,Metro,WH-VIC
2025-06-27,STR-05,SKU-00006,4,31.44,False,Frozen,Frozen Meals,7.86,4.07,VIC,Metro,WH-VIC
2025-06-27,STR-05,SKU-00017,5,18.7,False,Beverages,Soft Drinks,3.74,1.83,VIC,Metro,WH-VIC
2025-06-27,STR-05,SKU-00003,19,189.62,False,Dairy,Cheese,9.98,5.99,VIC,Metro,WH-VIC
2025-06-27,STR-06,SKU-00011,3,32.91,False,Personal Care,Oral Care,10.97,5.92,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00015,14,44.52,False,Dairy,Yoghurt,3.18,2.27,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00014,12,86.88,False,Snacks,Chips,7.24,4.12,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00017,10,37.4,False,Beverages,Soft Drinks,3.74,1.83,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00006,9,70.74,False,Frozen,Frozen Meals,7.86,4.07,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00004,6,57.78,False,Household,Laundry,9.63,5.29,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00022,19,141.17,False,Frozen,Frozen Meals,7.43,3.85,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00005,3,10.29,False,Personal Care,Oral Care,3.43,2.29,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00024,16,34.4,False,Snacks,Chips,2.15,1.36,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00020,5,47.4,False,Household,Laundry,9.48,5.2,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00003,11,109.78,False,Dairy,Cheese,9.98,5.99,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00023,6,25.2,False,Beverages,Juice,4.2,2.48,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00010,6,48.66,False,Household,Laundry,8.11,4.29,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00021,3,9.42,False,Personal Care,Oral Care,3.14,2.1,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00018,9,30.42,False,Snacks,Biscuits,3.38,2.32,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00002,10,32.3,False,Snacks,Biscuits,3.23,2.21,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00019,3,26.82,False,Dairy,Cheese,8.94,5.36,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00009,7,47.67,False,Dairy,Cheese,6.81,4.65,NSW,Regional,WH-NSW
2025-06-27,STR-06,SKU-00001,6,19.32,False,Beverages,Soft Drinks,3.22,1.57,NSW,Regional,WH-NSW
2025-06-27,STR-07,SKU-00014,9,65.16,False,Snacks,Chips,7.24,4.12,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00022,6,44.58,False,Frozen,Frozen Meals,7.43,3.85,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00005,8,27.44,False,Personal Care,Oral Care,3.43,2.29,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00012,9,46.26,False,Frozen,Frozen Meals,5.14,2.93,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00013,17,84.15,False,Beverages,Juice,4.95,2.42,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00019,9,80.46,False,Dairy,Cheese,8.94,5.36,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00016,8,27.84,False,Household,Laundry,3.48,2.03,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00010,13,105.43,False,Household,Laundry,8.11,4.29,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00021,3,9.42,False,Personal Care,Oral Care,3.14,2.1,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00004,9,86.67,False,Household,Laundry,9.63,5.29,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00007,12,53.04,False,Beverages,Juice,4.42,2.62,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00018,15,50.7,False,Snacks,Biscuits,3.38,2.32,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00002,8,25.84,False,Snacks,Biscuits,3.23,2.21,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00023,15,63.0,False,Beverages,Juice,4.2,2.48,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00008,9,23.67,False,Snacks,Chips,2.63,1.67,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00006,14,110.04,False,Frozen,Frozen Meals,7.86,4.07,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00017,12,44.88,False,Beverages,Soft Drinks,3.74,1.83,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00020,7,66.36,False,Household,Laundry,9.48,5.2,QLD,Metro,WH-QLD
2025-06-27,STR-07,SKU-00003,8,79.84,False,Dairy,Cheese,9.98,5.99,QLD,Metro,WH-QLD
2025-06-27,STR-08,SKU-00009,5,34.05,False,Dairy,Cheese,6.81,4.65,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00014,9,65.16,False,Snacks,Chips,7.24,4.12,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00006,4,31.44,False,Frozen,Frozen Meals,7.86,4.07,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00001,2,6.44,False,Beverages,Soft Drinks,3.22,1.57,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00020,2,18.96,False,Household,Laundry,9.48,5.2,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00021,3,9.42,False,Personal Care,Oral Care,3.14,2.1,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00011,0,0.0,False,Personal Care,Oral Care,10.97,5.92,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00018,8,27.04,False,Snacks,Biscuits,3.38,2.32,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00023,11,46.2,False,Beverages,Juice,4.2,2.48,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00019,2,17.88,False,Dairy,Cheese,8.94,5.36,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00017,9,33.66,False,Beverages,Soft Drinks,3.74,1.83,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00004,1,9.63,False,Household,Laundry,9.63,5.29,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00010,1,8.11,False,Household,Laundry,8.11,4.29,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00013,2,9.9,False,Beverages,Juice,4.95,2.42,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00002,3,9.69,False,Snacks,Biscuits,3.23,2.21,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00012,1,5.14,False,Frozen,Frozen Meals,5.14,2.93,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00015,7,22.26,False,Dairy,Yoghurt,3.18,2.27,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00024,3,6.45,False,Snacks,Chips,2.15,1.36,WA,Express,WH-WA
2025-06-27,STR-08,SKU-00005,0,0.0,False,Personal Care,Oral Care,3.43,2.29,WA,Express,WH-WA
2025-06-28,STR-01,SKU-00003,14,139.72,False,Dairy,Cheese,9.98,5.99,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00007,14,61.88,False,Beverages,Juice,4.42,2.62,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00001,9,28.98,False,Beverages,Soft Drinks,3.22,1.57,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00004,10,96.3,False,Household,Laundry,9.63,5.29,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00015,26,82.68,False,Dairy,Yoghurt,3.18,2.27,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00023,5,21.0,False,Beverages,Juice,4.2,2.48,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00024,23,49.45,False,Snacks,Chips,2.15,1.36,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00008,13,34.19,False,Snacks,Chips,2.63,1.67,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00010,14,113.54,False,Household,Laundry,8.11,4.29,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00002,29,93.67,False,Snacks,Biscuits,3.23,2.21,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00009,12,81.72,False,Dairy,Cheese,6.81,4.65,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00020,7,66.36,False,Household,Laundry,9.48,5.2,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00021,8,25.12,False,Personal Care,Oral Care,3.14,2.1,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00014,13,94.12,False,Snacks,Chips,7.24,4.12,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00019,28,250.32,False,Dairy,Cheese,8.94,5.36,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00018,20,67.6,False,Snacks,Biscuits,3.38,2.32,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00022,9,66.87,False,Frozen,Frozen Meals,7.43,3.85,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00011,5,54.85,False,Personal Care,Oral Care,10.97,5.92,VIC,Metro,WH-VIC
2025-06-28,STR-01,SKU-00013,8,39.6,False,Beverages,Juice,4.95,2.42,VIC,Metro,WH-VIC
2025-06-28,STR-02,SKU-00020,12,113.76,False,Household,Laundry,9.48,5.2,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00010,8,64.88,False,Household,Laundry,8.11,4.29,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00015,18,57.24,False,Dairy,Yoghurt,3.18,2.27,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00018,19,64.22,False,Snacks,Biscuits,3.38,2.32,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00002,28,90.44,False,Snacks,Biscuits,3.23,2.21,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00011,4,43.88,False,Personal Care,Oral Care,10.97,5.92,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00003,22,219.56,False,Dairy,Cheese,9.98,5.99,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00014,17,123.08,False,Snacks,Chips,7.24,4.12,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00008,14,36.82,False,Snacks,Chips,2.63,1.67,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00012,1,5.14,False,Frozen,Frozen Meals,5.14,2.93,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00016,5,17.4,False,Household,Laundry,3.48,2.03,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00009,20,136.2,False,Dairy,Cheese,6.81,4.65,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00023,17,71.4,False,Beverages,Juice,4.2,2.48,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00019,23,205.62,False,Dairy,Cheese,8.94,5.36,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00024,9,19.35,False,Snacks,Chips,2.15,1.36,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00007,17,75.14,False,Beverages,Juice,4.42,2.62,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00006,15,117.9,False,Frozen,Frozen Meals,7.86,4.07,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00013,10,49.5,False,Beverages,Juice,4.95,2.42,NSW,Metro,WH-NSW
2025-06-28,STR-02,SKU-00022,4,29.72,False,Frozen,Frozen Meals,7.43,3.85,NSW,Metro,WH-NSW
2025-06-28,STR-03,SKU-00018,14,47.32,False,Snacks,Biscuits,3.38,2.32,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00019,31,277.14,False,Dairy,Cheese,8.94,5.36,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00008,31,81.53,False,Snacks,Chips,2.63,1.67,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00016,10,34.8,False,Household,Laundry,3.48,2.03,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00001,16,51.52,False,Beverages,Soft Drinks,3.22,1.57,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00021,4,12.56,False,Personal Care,Oral Care,3.14,2.1,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00013,17,84.15,False,Beverages,Juice,4.95,2.42,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00004,9,86.67,False,Household,Laundry,9.63,5.29,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00017,16,59.84,False,Beverages,Soft Drinks,3.74,1.83,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00005,4,13.72,False,Personal Care,Oral Care,3.43,2.29,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00006,19,149.34,False,Frozen,Frozen Meals,7.86,4.07,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00020,7,66.36,False,Household,Laundry,9.48,5.2,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00015,16,50.88,False,Dairy,Yoghurt,3.18,2.27,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00009,10,68.1,False,Dairy,Cheese,6.81,4.65,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00023,11,46.2,False,Beverages,Juice,4.2,2.48,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00002,11,35.53,False,Snacks,Biscuits,3.23,2.21,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00007,14,61.88,False,Beverages,Juice,4.42,2.62,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00010,5,40.55,False,Household,Laundry,8.11,4.29,QLD,Metro,WH-QLD
2025-06-28,STR-03,SKU-00011,6,65.82,False,Personal Care,Oral Care,10.97,5.92,QLD,Metro,WH-QLD
2025-06-28,STR-04,SKU-00015,8,25.44,False,Dairy,Yoghurt,3.18,2.27,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00003,9,89.82,False,Dairy,Cheese,9.98,5.99,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00004,1,9.63,False,Household,Laundry,9.63,5.29,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00013,12,59.4,False,Beverages,Juice,4.95,2.42,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00014,9,65.16,False,Snacks,Chips,7.24,4.12,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00011,1,10.97,False,Personal Care,Oral Care,10.97,5.92,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00020,3,28.44,False,Household,Laundry,9.48,5.2,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00007,17,75.14,False,Beverages,Juice,4.42,2.62,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00018,18,60.84,False,Snacks,Biscuits,3.38,2.32,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00021,6,18.84,False,Personal Care,Oral Care,3.14,2.1,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00001,12,38.64,False,Beverages,Soft Drinks,3.22,1.57,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00010,13,105.43,False,Household,Laundry,8.11,4.29,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00022,9,66.87,False,Frozen,Frozen Meals,7.43,3.85,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00006,9,70.74,False,Frozen,Frozen Meals,7.86,4.07,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00017,9,33.66,False,Beverages,Soft Drinks,3.74,1.83,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00009,19,129.39,False,Dairy,Cheese,6.81,4.65,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00012,3,15.42,False,Frozen,Frozen Meals,5.14,2.93,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00016,1,3.48,False,Household,Laundry,3.48,2.03,WA,Regional,WH-WA
2025-06-28,STR-04,SKU-00005,6,20.58,False,Personal Care,Oral Care,3.43,2.29,WA,Regional,WH-WA
2025-06-28,STR-05,SKU-00005,9,30.87,False,Personal Care,Oral Care,3.43,2.29,VIC,Metro,WH-VIC
2025-06-28,STR-05,SKU-00024,14,30.1,False,Snacks,Chips,2.15,1.36,VIC,Metro,WH-VIC
2025-06-28,STR-05,SKU-00004,6,57.78,False,Household,Laundry,9.63,5.29,VIC,Metro,WH-VIC
2025-06-28,STR-05,SKU-00021,5,15.7,False,Personal Care,Oral Care,3.14,2.1,VIC,Metro,WH-VIC
