date,location_type,location_id,sku_id,on_hand_units,on_order_units,days_of_supply,anomaly_score,anomaly_type
2025-07-18,Warehouse,WH-WA,SKU-00016,55.3,60.2,16.6,0.6890624193913204,Unexplained inventory drop
2025-07-25,Warehouse,WH-QLD,SKU-00020,19.0,553.6,1.0,0.688900219517423,Unexplained inventory drop
2025-07-04,Warehouse,WH-NSW,SKU-00004,173.5,0.0,30.8,0.6888746857341985,Unexplained inventory drop
2025-07-11,Warehouse,WH-WA,SKU-00021,148.0,113.7,20.8,0.688833899346373,Unexplained inventory drop
2026-07-31,Warehouse,WH-WA,SKU-00016,98.5,0.0,29.7,0.6882856533901173,Unexplained inventory build-up
2025-07-11,Warehouse,WH-QLD,SKU-00020,422.0,273.6,23.2,0.6882803986649441,Unexplained inventory drop
2025-09-12,Warehouse,WH-VIC,SKU-00024,0.0,788.5,0.0,0.6879613791876619,Unexplained inventory drop
2025-06-27,Warehouse,WH-VIC,SKU-00014,632.9,0.0,22.5,0.6878924405866792,Abnormal stock position
2025-06-27,Warehouse,WH-QLD,SKU-00021,316.9,0.0,36.7,0.6877575213204561,Abnormal stock position
2026-07-31,Warehouse,WH-QLD,SKU-00008,897.3,0.0,22.4,0.6872428495800427,Unexplained inventory build-up
2025-11-07,Warehouse,WH-VIC,SKU-00024,0.0,691.0,0.0,0.6869872195919733,Unexplained inventory drop
2025-07-04,Warehouse,WH-WA,SKU-00016,111.3,0.0,33.5,0.6866261338091646,Unexplained inventory drop
2025-07-04,Warehouse,WH-VIC,SKU-00010,411.7,295.6,22.4,0.6863175154167517,Unexplained inventory drop
2025-06-27,Warehouse,WH-NSW,SKU-00016,215.8,0.0,42.8,0.686244427033643,Abnormal stock position
2025-07-04,Warehouse,WH-QLD,SKU-00021,245.9,0.0,28.5,0.6860301254030733,Unexplained inventory drop
2025-07-04,Warehouse,WH-QLD,SKU-00002,512.0,0.0,21.4,0.6858092498961754,Unexplained inventory drop
2025-07-11,Warehouse,WH-NSW,SKU-00010,262.5,0.0,25.4,0.6856827681821773,Unexplained inventory drop
2025-06-27,Warehouse,WH-WA,SKU-00021,267.3,0.0,37.6,0.6849911648292185,Abnormal stock position
2025-06-27,Warehouse,WH-VIC,SKU-00021,330.3,0.0,34.4,0.6846914955859078,Abnormal stock position
2025-07-04,Warehouse,WH-NSW,SKU-00011,259.7,0.0,34.7,0.684310773808849,Unexplained inventory drop
2025-07-04,Warehouse,WH-NSW,SKU-00002,674.5,0.0,19.2,0.6842961214393634,Unexplained inventory drop
2025-06-27,Warehouse,WH-WA,SKU-00016,137.9,0.0,41.6,0.6841913623432837,Abnormal stock position
2025-06-27,Warehouse,WH-WA,SKU-00005,176.3,0.0,41.0,0.6840565381093703,Abnormal stock position
2025-06-27,Warehouse,WH-NSW,SKU-00004,218.8,0.0,38.8,0.683367658861665,Abnormal stock position
2025-07-11,Warehouse,WH-WA,SKU-00010,205.5,137.9,23.0,0.6831851556437992,Unexplained inventory drop
2025-07-18,Warehouse,WH-VIC,SKU-00004,303.5,293.7,16.8,0.6829457654250278,Unexplained inventory drop
2025-07-18,Warehouse,WH-WA,SKU-00011,98.1,74.7,20.9,0.682626204341466,Unexplained inventory drop
2026-01-02,Warehouse,WH-QLD,SKU-00013,608.6,372.2,13.9,0.6824133996361641,Unexplained inventory build-up
2025-06-27,Warehouse,WH-NSW,SKU-00021,128.0,0.0,40.8,0.6822667252276547,Abnormal stock position
2025-07-11,Warehouse,WH-VIC,SKU-00011,231.4,0.0,26.1,0.6816496223787829,Unexplained inventory drop
2025-07-18,Warehouse,WH-VIC,SKU-00011,159.4,154.3,18.0,0.681212569440847,Unexplained inventory drop
2025-07-04,Warehouse,WH-VIC,SKU-00013,600.6,0.0,22.1,0.6810343164265171,Unexplained inventory drop
2025-07-11,Warehouse,WH-VIC,SKU-00016,63.0,88.2,14.0,0.6809783880301503,Unexplained inventory drop
2025-07-18,Warehouse,WH-VIC,SKU-00002,367.0,431.0,8.1,0.6807130710534037,Unexplained inventory drop
2025-06-27,Warehouse,WH-WA,SKU-00018,518.4,0.0,25.2,0.680241967337577,Abnormal stock position
2025-06-27,Warehouse,WH-WA,SKU-00011,182.2,0.0,38.8,0.6799283580605727,Abnormal stock position
2025-06-27,Warehouse,WH-QLD,SKU-00005,298.9,0.0,33.2,0.6796146293246199,Abnormal stock position
2026-07-31,Warehouse,WH-VIC,SKU-00021,277.2,0.0,28.9,0.6795250803050222,Unexplained inventory build-up
2025-10-31,Warehouse,WH-QLD,SKU-00023,0.0,724.4,0.0,0.679498766175481,Unexplained inventory drop
2025-06-27,Warehouse,WH-WA,SKU-00004,167.7,0.0,36.8,0.6781247549453547,Abnormal stock position
2026-07-31,Warehouse,WH-VIC,SKU-00005,119.6,0.0,29.0,0.6777337185480716,Unexplained inventory build-up
2025-07-11,Warehouse,WH-QLD,SKU-00017,552.4,352.7,13.7,0.6771998904352677,Unexplained inventory drop
2025-06-27,Warehouse,WH-QLD,SKU-00011,199.6,0.0,34.9,0.6765596535254339,Abnormal stock position
2026-01-30,Warehouse,WH-QLD,SKU-00013,0.0,914.4,0.0,0.676514544118222,Unexplained inventory drop
2026-01-02,Warehouse,WH-QLD,SKU-00007,0.0,764.3,0.0,0.6763365068970512,Unexplained inventory drop
2026-07-31,Warehouse,WH-NSW,SKU-00023,636.0,0.0,22.4,0.6762500972343991,Unexplained inventory build-up
2025-07-04,Warehouse,WH-QLD,SKU-00007,715.1,0.0,19.7,0.6761389345307909,Unexplained inventory drop
2025-07-04,Warehouse,WH-QLD,SKU-00005,221.8,0.0,24.7,0.675812995701585,Unexplained inventory drop
2025-07-11,Warehouse,WH-QLD,SKU-00021,191.9,126.1,22.2,0.675552185043814,Unexplained inventory drop
2025-08-01,Warehouse,WH-VIC,SKU-00020,76.4,538.6,4.7,0.6753795737624017,Unexplained inventory drop
2025-07-04,Warehouse,WH-VIC,SKU-00021,255.1,0.0,26.6,0.6748189401931661,Unexplained inventory drop
2025-07-18,Warehouse,WH-WA,SKU-00020,54.0,246.3,7.2,0.6745499874966093,Unexplained inventory drop
2026-07-31,Warehouse,WH-WA,SKU-00004,130.1,0.0,28.5,0.6744383929087926,Unexplained inventory build-up
2025-07-11,Warehouse,WH-NSW,SKU-00004,147.5,0.0,26.1,0.6743738647366031,Unexplained inventory drop
2025-07-11,Warehouse,WH-VIC,SKU-00021,172.1,142.1,17.9,0.6738676259537946,Unexplained inventory drop
2025-12-26,Warehouse,WH-QLD,SKU-00013,-0.0,980.8,-0.0,0.6738048017227231,Unexplained inventory drop
2025-06-27,Warehouse,WH-QLD,SKU-00010,396.5,0.0,28.8,0.6737080346889438,Abnormal stock position
2025-07-18,Warehouse,WH-NSW,SKU-00011,123.7,105.1,16.5,0.6736004535231673,Unexplained inventory drop
2026-02-06,Warehouse,WH-VIC,SKU-00014,0.0,676.2,0.0,0.673369752295163,Unexplained inventory drop
2025-10-17,Warehouse,WH-VIC,SKU-00004,0.0,579.4,0.0,0.6733281653947407,Unexplained inventory drop
2025-07-11,Warehouse,WH-NSW,SKU-00005,24.3,52.2,8.9,0.673282932081567,Unexplained inventory drop
2026-01-16,Warehouse,WH-QLD,SKU-00013,76.8,904.0,1.8,0.6732366032553302,Unexplained inventory drop
2026-07-07,Warehouse,WH-NSW,SKU-00005,63.0,0.0,23.1,0.6731225665806096,Unexplained inventory build-up
2025-07-18,Warehouse,WH-NSW,SKU-00021,51.7,51.7,16.5,0.6730843057224968,Unexplained inventory drop
2025-07-04,Warehouse,WH-NSW,SKU-00014,624.9,0.0,18.1,0.6730354733567188,Unexplained inventory drop
2025-07-11,Warehouse,WH-WA,SKU-00004,111.3,0.0,24.4,0.6724472515829295,Unexplained inventory drop
2025-07-25,Warehouse,WH-NSW,SKU-00016,56.2,81.3,11.1,0.6716391922752554,Unexplained inventory drop
2025-07-11,Warehouse,WH-WA,SKU-00011,137.1,0.0,29.2,0.671413988281067,Unexplained inventory drop
2026-07-31,Warehouse,WH-NSW,SKU-00010,276.3,0.0,26.7,0.671085877636732,Unexplained inventory build-up
2026-07-06,Warehouse,WH-VIC,SKU-00004,377.2,316.0,20.9,0.6709582083402775,Unexplained inventory build-up
2025-07-04,Warehouse,WH-WA,SKU-00004,141.3,0.0,31.0,0.6705785774204004,Unexplained inventory drop
2025-06-27,Warehouse,WH-QLD,SKU-00001,484.8,0.0,25.3,0.6699396447115332,Abnormal stock position
2026-07-31,Warehouse,WH-NSW,SKU-00018,561.0,0.0,22.7,0.6694392664419625,Unexplained inventory build-up
2025-07-18,Warehouse,WH-NSW,SKU-00004,103.5,90.1,18.3,0.6694234321286557,Unexplained inventory drop
2025-07-18,Warehouse,WH-WA,SKU-00005,54.2,66.3,12.6,0.6693748912439956,Unexplained inventory drop
2025-06-27,Warehouse,WH-WA,SKU-00020,234.2,0.0,31.2,0.6688848799409525,Abnormal stock position
2025-07-04,Warehouse,WH-WA,SKU-00011,165.1,0.0,35.2,0.6675718207588449,Unexplained inventory drop
2025-11-14,Warehouse,WH-VIC,SKU-00024,0.0,713.0,0.0,0.6667586688782481,Abnormal stock position
2026-07-31,Warehouse,WH-VIC,SKU-00016,133.2,0.0,29.5,0.6667522766576972,Unexplained inventory build-up
2025-07-18,Warehouse,WH-WA,SKU-00010,138.5,137.9,15.5,0.6667067424315919,Unexplained inventory drop
2025-07-25,Warehouse,WH-VIC,SKU-00020,176.4,262.6,10.9,0.666352862601971,Unexplained inventory drop
2025-07-04,Warehouse,WH-VIC,SKU-00001,563.7,0.0,20.2,0.6653745374160697,Unexplained inventory drop
2026-07-31,Warehouse,WH-VIC,SKU-00013,609.9,0.0,22.4,0.6648699107125463,Unexplained inventory build-up
2026-07-31,Warehouse,WH-NSW,SKU-00006,281.5,0.0,20.8,0.6647079146089703,Unexplained inventory build-up
2025-11-07,Warehouse,WH-QLD,SKU-00013,585.8,395.0,13.4,0.664660219887354,Unexplained inventory build-up
2025-07-04,Warehouse,WH-QLD,SKU-00010,280.6,221.1,20.4,0.6645541925211115,Unexplained inventory drop
2025-06-27,Warehouse,WH-VIC,SKU-00016,146.8,0.0,32.5,0.6643081856311187,Abnormal stock position
2025-12-12,Warehouse,WH-VIC,SKU-00004,388.2,263.0,21.5,0.6642066573495983,Unexplained inventory build-up
2025-07-25,Warehouse,WH-WA,SKU-00011,53.1,74.7,11.3,0.6640428975887995,Unexplained inventory drop
2025-07-18,Warehouse,WH-VIC,SKU-00018,215.0,411.8,6.9,0.6639012934582855,Unexplained inventory drop
2026-03-27,Warehouse,WH-QLD,SKU-00013,0.0,806.0,0.0,0.662702747302803,Unexplained inventory drop
2025-12-26,Warehouse,WH-VIC,SKU-00007,0.0,645.4,0.0,0.6623222660760265,Unexplained inventory drop
2025-06-27,Warehouse,WH-NSW,SKU-00013,428.2,0.0,25.3,0.6617050403084496,Abnormal stock position
2025-07-04,Warehouse,WH-VIC,SKU-00016,110.0,0.0,24.4,0.6614430001319218,Unexplained inventory drop
2026-05-29,Warehouse,WH-VIC,SKU-00010,7.3,577.0,0.4,0.6612722684702688,Unexplained inventory drop
2025-07-04,Warehouse,WH-QLD,SKU-00023,590.5,0.0,18.3,0.661177070943542,Unexplained inventory drop
2026-07-31,Warehouse,WH-VIC,SKU-00018,626.8,0.0,20.2,0.6611598643662547,Unexplained inventory build-up
2025-06-27,Warehouse,WH-QLD,SKU-00004,309.1,0.0,29.4,0.6607171196498541,Abnormal stock position
2026-02-20,Warehouse,WH-QLD,SKU-00007,0.0,698.7,0.0,0.6602998245416672,Unexplained inventory drop
2026-07-31,Warehouse,WH-NSW,SKU-00007,501.3,0.0,22.4,0.660275645231113,Unexplained inventory build-up
2026-07-15,Warehouse,WH-VIC,SKU-00002,651.0,433.0,14.4,0.6602328262938769,Unexplained inventory build-up
2025-07-25,Warehouse,WH-NSW,SKU-00020,143.0,242.1,10.3,0.6598912720164757,Unexplained inventory drop
2026-01-02,Warehouse,WH-QLD,SKU-00023,0.0,645.9,0.0,0.6598152563229202,Unexplained inventory drop
2025-06-27,Warehouse,WH-VIC,SKU-00005,127.3,0.0,30.9,0.6585123762699182,Abnormal stock position
2026-03-27,Warehouse,WH-QLD,SKU-00020,0.0,643.0,0.0,0.6584166661077748,Unexplained inventory drop
2025-07-04,Warehouse,WH-QLD,SKU-00011,176.7,0.0,30.9,0.6580575731356648,Unexplained inventory drop
2025-07-25,Warehouse,WH-QLD,SKU-00016,163.1,259.1,10.3,0.6580481443996441,Unexplained inventory drop
2026-07-31,Warehouse,WH-QLD,SKU-00004,268.2,0.0,25.5,0.6579550369805988,Unexplained inventory build-up
2025-07-11,Warehouse,WH-NSW,SKU-00002,499.5,341.7,14.3,0.6576947141718296,Unexplained inventory drop
2026-01-02,Warehouse,WH-VIC,SKU-00010,0.0,548.1,0.0,0.6574392608509363,Unexplained inventory drop
2025-07-18,Warehouse,WH-QLD,SKU-00021,124.9,126.1,14.5,0.6573238483982935,Unexplained inventory drop
2025-07-18,Warehouse,WH-WA,SKU-00004,87.3,69.7,19.2,0.6568790073068732,Unexplained inventory drop
2026-07-30,Warehouse,WH-NSW,SKU-00005,56.5,0.0,20.7,0.6567864414525766,Unexplained inventory build-up
2025-07-11,Warehouse,WH-QLD,SKU-00011,151.7,0.0,26.5,0.6560148630816126,Unexplained inventory drop
2025-07-04,Warehouse,WH-VIC,SKU-00005,94.1,57.5,22.8,0.6555727054693369,Unexplained inventory drop
2026-07-31,Warehouse,WH-VIC,SKU-00002,902.0,0.0,20.0,0.6555389265519411,Unexplained inventory build-up
2025-10-31,Warehouse,WH-QLD,SKU-00013,128.8,852.0,2.9,0.6553523306684466,Unexplained inventory drop
2025-07-11,Warehouse,WH-VIC,SKU-00018,468.0,0.0,15.1,0.655294091599431,Unexplained inventory drop
2026-07-31,Warehouse,WH-WA,SKU-00005,111.4,0.0,25.9,0.6552677102707936,Unexplained inventory build-up
2026-04-10,Warehouse,WH-QLD,SKU-00017,-0.0,814.0,-0.0,0.6552418021197,Unexplained inventory drop
2025-08-29,Warehouse,WH-VIC,SKU-00021,9.2,301.0,1.0,0.6547256081966034,Unexplained inventory drop
2025-07-04,Warehouse,WH-QLD,SKU-00004,225.6,159.6,21.4,0.6543619210169234,Unexplained inventory drop
2025-07-04,Warehouse,WH-VIC,SKU-00007,551.4,0.0,19.1,0.6543246170682867,Unexplained inventory drop
2025-06-27,Warehouse,WH-QLD,SKU-00008,754.8,0.0,18.8,0.6538781983624893,Abnormal stock position
2025-11-21,Warehouse,WH-VIC,SKU-00024,395.3,322.2,12.0,0.6531521341601173,Unexplained inventory build-up
2025-06-27,Warehouse,WH-NSW,SKU-00005,88.4,0.0,32.3,0.6528966868213624,Abnormal stock position
2026-02-27,Warehouse,WH-NSW,SKU-00023,0.0,628.9,0.0,0.6528405722822241,Unexplained inventory drop
2025-07-11,Warehouse,WH-VIC,SKU-00010,304.7,295.6,16.5,0.6527684858861151,Unexplained inventory drop
2025-07-04,Warehouse,WH-WA,SKU-00018,423.5,0.0,20.6,0.6519516371343584,Unexplained inventory drop
2025-07-18,Warehouse,WH-VIC,SKU-00021,100.2,142.1,10.4,0.6518525122326904,Unexplained inventory drop
2026-07-28,Warehouse,WH-QLD,SKU-00008,643.3,0.0,16.0,0.6517498811092262,Unexplained inventory build-up
2025-07-04,Warehouse,WH-NSW,SKU-00018,457.7,0.0,18.5,0.6513431297923068,Unexplained inventory drop
2025-07-11,Warehouse,WH-VIC,SKU-00005,58.1,57.5,14.1,0.6512906403822446,Unexplained inventory drop
2025-09-26,Warehouse,WH-NSW,SKU-00021,67.4,0.0,21.5,0.6512603455705347,Unexplained inventory build-up
2025-07-25,Warehouse,WH-WA,SKU-00021,43.0,218.7,6.0,0.6511133704796076,Unexplained inventory drop
2026-07-31,Warehouse,WH-QLD,SKU-00006,373.9,0.0,20.8,0.6510514026640164,Unexplained inventory build-up
2026-07-26,Warehouse,WH-VIC,SKU-00002,650.0,434.0,14.4,0.6510102876241909,Abnormal stock position
2025-10-17,Warehouse,WH-QLD,SKU-00007,7.4,730.0,0.2,0.6510002336232734,Unexplained inventory drop
2025-07-18,Warehouse,WH-QLD,SKU-00005,89.8,126.2,10.0,0.6508236402661131,Unexplained inventory drop
2025-07-18,Warehouse,WH-WA,SKU-00021,117.0,113.7,16.5,0.6506926172083984,Unexplained inventory drop
2025-07-04,Warehouse,WH-VIC,SKU-00008,515.4,0.0,16.9,0.6505912821014989,Unexplained inventory drop
2026-07-05,Warehouse,WH-VIC,SKU-00002,642.0,442.0,14.2,0.6505674815309372,Abnormal stock position
2025-07-18,Warehouse,WH-QLD,SKU-00011,101.7,83.9,17.8,0.6504882124101643,Unexplained inventory drop
2025-06-27,Warehouse,WH-NSW,SKU-00001,360.3,0.0,24.8,0.6503075406672961,Abnormal stock position
2025-07-04,Warehouse,WH-VIC,SKU-00023,398.7,0.0,23.0,0.6502516578726624,Abnormal stock position
2025-06-27,Warehouse,WH-VIC,SKU-00023,398.7,0.0,23.0,0.6502516578726624,Abnormal stock position
2025-07-25,Warehouse,WH-VIC,SKU-00011,81.4,154.3,9.2,0.6499326695501397,Unexplained inventory drop
2025-06-27,Warehouse,WH-VIC,SKU-00024,633.1,0.0,19.3,0.6496896317077596,Abnormal stock position
2026-02-06,Warehouse,WH-VIC,SKU-00020,333.0,248.0,20.6,0.6493513982389809,Unexplained inventory build-up
2025-06-27,Warehouse,WH-WA,SKU-00013,452.2,0.0,21.4,0.6493102656463243,Abnormal stock position
2026-07-23,Warehouse,WH-VIC,SKU-00010,328.3,281.0,17.8,0.6486892025300923,Unexplained inventory build-up
2025-07-11,Warehouse,WH-QLD,SKU-00004,138.6,159.6,13.2,0.6483338368739182,Unexplained inventory drop
2025-07-04,Warehouse,WH-QLD,SKU-00018,502.4,0.0,16.8,0.6482363453634529,Unexplained inventory drop
2026-07-31,Warehouse,WH-QLD,SKU-00018,598.4,0.0,20.0,0.6478036184610069,Unexplained inventory build-up
2026-07-31,Warehouse,WH-WA,SKU-00013,474.2,0.0,22.4,0.647570673284459,Unexplained inventory build-up
2026-06-12,Warehouse,WH-VIC,SKU-00004,0.0,609.0,0.0,0.64745903882336,Unexplained inventory drop
2025-07-25,Warehouse,WH-NSW,SKU-00011,59.7,216.1,8.0,0.6470770082989112,Unexplained inventory drop
2026-07-31,Warehouse,WH-WA,SKU-00014,323.8,0.0,24.0,0.6469138155447471,Unexplained inventory build-up
2025-07-11,Warehouse,WH-WA,SKU-00020,143.0,119.3,19.1,0.6468475902604687,Unexplained inventory drop
